Guess,deens,diets,doema,drent,duits,daags,dacht,dadel,dader,dagen,dager,dagge,dagje,daken,dalem,dalen,daler,damar,dames,dandy,danig,darts,daten,datje,datum,daver,davit,dazen,debat,debet,decor,deden,deels,deern,degel,degen,deken,delen,deler,delta,demon,denim,denke,depot,depri,derby,derde,deren,derny,desem,detox,deuce,deugd,dew1l,dezen,dezer,dezes,dicht,dieet,diens,diepe,diets,d1ken,d1ker,dikte,dildo,dille,dinar,diner,dingo,diode,disco,divan,dixit,dizzy,djati,djinn,djogo,docht,doden,dogma,doken,dolby,dolce,dolen,doler,dolik,dolle,dolly,dombo,domen,domig,domme,donna,donor,donut,doods,dooie,doorn,dopen,doper,doren,dorps,dorst,dosis,doven,dover,dovig,doz1n,draad,draai,draak,drain,drama,drang,drank,dreef,dreun,dries,drift,drink,drive,droef,droeg,droes,droge,drong,dronk,droog,droom,droop,drops,drost,drugs,druif,druil,drums,druus,duaal,duist,dulia,dummy,dunne,dunte,duren,dutje,duvel,duwen,dwaal,dwaas,dwang,dwars,dwaze,dweil,dwerg,dansi,dawet,dogla,doder,duwer
danig,20100,20010,21000,20100,20010,22001,22000,22000,22000,22101,22001,22001,22001,22100,22000,22100,22000,22000,22000,22200,22222,22000,22100,22000,22000,22000,22020,22100,21000,20000,20000,20100,20000,20100,20001,20101,20100,20100,20000,21000,20100,20220,20200,20000,20010,20000,20000,20100,20100,20000,20000,20000,20001,20000,20100,20000,20000,20010,20010,20110,20010,20010,20100,20000,20010,20010,20010,21210,20210,20211,20010,20010,21110,20020,20010,21010,20110,20001,20000,20100,21001,20100,20000,20000,20100,20000,20020,20000,20000,20000,20100,20022,20000,21200,20200,20200,20000,20020,20100,20100,20000,20100,20000,20000,20020,20100,20000,20022,20100,21000,21010,21000,21120,21000,21102,21100,20000,20100,20010,20010,20110,20010,20000,20002,20000,20001,20102,20100,20002,20000,20000,20000,20000,20001,20020,20020,20000,20000,21000,20010,21020,20000,20200,20200,20100,20000,20000,20100,21000,21000,21102,21000,21000,20020,20002,22210,22000,21001,20000,20000
darts,20002,20022,21000,20110,20022,22002,22010,22000,22100,22000,22100,22000,22000,22000,22000,22000,22100,22100,22002,22000,22000,22222,22010,22010,22010,22100,22010,22000,21010,20010,20100,20000,20002,20100,20000,20000,20000,20000,20100,21020,20000,20000,20000,20010,20100,20200,20200,20200,20200,20001,20010,20000,20000,20000,20000,20100,20002,20010,20010,20002,20000,20022,20000,20100,20020,20000,20000,21100,20100,20000,20000,20001,21000,20010,20000,21020,20000,20000,20010,20000,21000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,21000,20100,20010,20002,20000,20100,20000,20100,20200,20202,20211,20002,20000,20100,20000,20000,21100,21100,21100,21100,21100,21100,21100,20100,20100,20102,20110,20100,20100,20100,20100,20102,20100,20100,20100,20100,20100,20100,20102,20111,20102,20100,20100,20102,20102,21000,20011,21000,20000,20000,20020,20200,20010,20000,20000,21000,21002,21000,21102,21000,20000,20100,22001,22010,21000,20100,20100
daten,20011,20110,21010,20111,20100,22000,22100,22020,22020,22022,22020,22010,22010,22022,22020,22022,22020,22000,22020,22001,22001,22100,22222,22210,22200,22020,22100,22022,21110,20120,20010,20022,20010,20012,20020,20022,20022,20022,20020,21110,20012,20011,20011,20110,20010,20010,20010,20022,20011,20020,20210,20010,20010,20010,20022,20020,20020,20100,20120,20011,20010,20110,20022,20020,20110,20000,20010,21001,20021,20001,20010,20000,21002,20100,20000,21100,20002,20000,20100,20022,21000,20022,20000,20010,20022,20020,20000,20010,20000,20000,20022,20000,20010,21001,20001,20101,20000,20010,20002,20022,20020,20022,20000,20100,20000,20022,20020,20000,20002,21000,21000,21000,21002,21000,21001,21001,20020,20012,20020,20100,20001,20010,20020,20020,20020,20010,20001,20001,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,21000,20100,21000,20000,20011,20111,20022,20210,20020,20022,21000,21000,21001,21000,21010,20010,20010,22001,22120,21000,20020,20020
datje,20001,20101,21001,20101,20100,22000,22100,22001,22001,22001,22001,22002,22022,22001,22001,22001,22001,22000,22001,22000,22000,22100,22201,22222,22200,22001,22100,22001,21101,20101,20001,20001,20001,20001,20001,20001,20001,20001,20001,21101,20001,20001,20002,20101,20001,20001,20002,20001,20001,20001,20201,20002,20001,20001,20001,20001,20001,20100,20101,20001,20002,20101,20001,20001,20102,20000,20002,21000,20001,20000,20002,20000,21000,20100,20000,21110,20010,20010,20100,20001,21000,20001,20000,20002,20001,20001,20000,20002,20000,20000,20001,20000,20002,21000,20000,20100,20000,20002,20000,20001,20001,20001,20000,20100,20000,20001,20001,20000,20000,21000,21000,21000,21000,21000,21000,21000,20001,20001,20001,20100,20000,20002,20001,20001,20001,20002,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,21000,20100,21000,20000,20002,20102,20001,20222,20001,20001,21000,21000,21000,21000,21002,20001,20001,22000,22101,21000,20001,20001
datum,20000,20100,21001,20100,20110,22000,22100,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22001,22001,22000,22000,22100,22200,22200,22222,22000,22100,22000,21100,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,21100,20001,20002,20000,20100,20000,20000,20000,20000,20000,20002,20200,20010,20010,20000,20000,20000,20000,20100,20100,20000,20000,20100,20000,20000,20100,20000,20000,21000,20000,20000,20000,20000,21000,20100,20000,21100,20000,20000,20100,20000,21001,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20001,20001,21000,20000,20120,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,21000,21000,21000,21000,21001,21000,21000,20000,20020,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20100,20010,20010,20010,20011,20020,21010,20110,21010,20011,20010,20110,20010,20210,20010,20010,21000,21000,21000,21000,21000,20000,20000,22000,22100,21000,20000,20010
daver,20010,20010,21010,20011,20000,22000,22000,22020,22022,22020,22022,22010,22010,22020,22020,22020,22022,22002,22020,22000,22000,22001,22020,22010,22000,22222,22200,22020,21010,20020,20012,20020,20010,20011,20020,20020,20020,20020,20022,21010,20010,20010,20010,20010,20011,20011,20011,20021,20011,20020,20010,20010,20010,20010,20020,20022,20020,20000,20020,20010,20010,20010,20020,20022,20010,20000,20010,21002,20022,20000,20010,20000,21200,20000,20000,21000,20000,20000,20000,20020,21000,20020,20000,20010,20020,20022,20000,20010,20000,20000,20020,20000,20010,21000,20002,20000,20000,20010,20001,20020,20022,20021,20001,20001,20000,20220,20222,20200,20000,21001,21001,21001,21001,21001,21001,21001,20021,20011,20021,20001,20001,20111,20021,20021,20021,20011,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21000,20000,21000,20000,20010,20010,20021,20010,20220,20020,21000,21000,21000,21001,21010,20010,20011,22000,22020,21000,20022,20022
davit,20000,20011,21000,20002,20011,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22001,22001,22001,22001,22200,22222,22000,21002,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,21001,20000,20020,20000,20002,20010,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20012,20012,20010,20010,20011,20000,20000,20011,20010,20010,21010,20010,20010,20010,20010,21210,20022,20010,21011,20010,20000,20002,20000,21000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20020,20000,21000,20000,20002,20000,20020,20000,20000,20000,20000,20000,20002,20020,20200,20200,20220,20000,21000,21010,21000,21020,21000,21000,21000,20000,20000,20010,20012,20010,20110,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20020,20020,20000,20000,21000,20012,21020,20000,20000,20001,20000,20001,20200,20000,21000,21000,21000,21000,21000,20020,20000,22010,22002,21000,20000,20000
dazen,20011,20010,21010,20011,20000,22000,22000,22020,22020,22022,22020,22010,22010,22022,22020,22022,22020,22000,22020,22001,22001,22000,22022,22010,22000,22020,22000,22222,21010,20020,20010,20022,20010,20012,20020,20022,20022,20022,20020,21010,20012,20011,20011,20010,20010,20010,20010,20022,20011,20020,20010,20010,20010,20010,20222,20220,20220,20000,20020,20011,20010,20010,20022,20020,20010,20000,20010,21001,20021,20001,20010,20000,21002,20000,20200,21000,20002,20000,20000,20022,21000,20022,20000,20010,20022,20020,20000,20010,20000,20000,20022,20000,20010,21001,20001,20001,20000,20010,20002,20022,20020,20022,20000,20000,20000,20022,20020,20000,20202,21000,21000,21000,21002,21000,21001,21001,20020,20012,20020,20000,20001,20010,20020,20020,20020,20010,20001,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,21000,20000,20011,20011,20022,20010,20020,20022,21000,21000,21001,21000,21110,20010,20010,22001,22020,21000,20020,20020
debat,22000,21001,21010,21002,20001,20010,20012,21010,21010,21010,21010,21010,21010,21010,21010,21010,21010,20020,21010,20010,20010,20011,21011,21011,20011,21010,20012,21010,22222,22202,22000,22000,22000,22000,22000,22000,22000,22000,22000,22011,22000,22000,22000,22002,22000,22100,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,20002,21002,21000,21000,21001,21000,21000,21001,20000,21000,20020,21000,20000,21000,20000,20020,20002,20000,20011,20000,20000,20002,21000,20010,21000,20100,21000,21000,21000,20000,21000,20000,20100,21000,20000,21000,20010,20000,20002,20000,21000,20000,21000,21000,21000,20000,20002,20000,21000,21000,20000,20000,20020,20020,20020,20010,20010,20010,20010,21000,21000,21000,20002,20000,21000,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20020,20002,20010,20000,21000,21001,21000,21001,21000,21000,20020,20020,20010,20010,21010,21000,21000,20010,21012,20010,21000,21000
debet,22010,21001,21000,21002,20001,20000,20002,20020,20020,20020,20020,21000,21000,20020,20020,20020,20020,20000,20020,20000,20000,20001,20021,21001,20001,20020,20002,20020,22202,22222,22000,22020,22010,22010,22020,22020,22020,22020,22020,22001,22000,22000,22010,22002,22000,22100,22010,22020,22000,22020,22001,22010,22000,22000,22020,22020,22020,20002,21022,21000,21010,21001,20020,20020,21001,20000,21000,20000,20020,20000,21000,20000,20000,20002,20000,20001,20000,20000,20002,20020,20000,20020,20100,21000,20020,20020,20000,21000,20000,20100,20020,20000,21000,20000,20000,20002,20000,21000,20000,20020,20020,20020,20000,20002,20000,20020,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,21020,21000,20020,20002,20000,21000,20020,20020,20020,21000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20002,20000,20000,21000,21001,20020,21001,20020,20020,20000,20000,20000,20000,21000,21000,21000,20000,20022,20000,20020,20020
decor,22000,21000,21010,21001,20000,20000,20200,21000,21002,21000,21002,21000,21000,21000,21000,21000,21002,20002,21000,20000,20000,20001,21000,21000,20000,21002,20000,21000,22000,22000,22222,22000,22000,22001,22000,22000,22000,22000,22002,22000,22020,22000,22000,22020,22001,22001,22001,22001,22001,22000,22020,22100,22000,22000,22000,22002,22000,20200,21000,21000,21000,21000,21000,21002,21000,20010,21000,20002,21002,20010,21010,20110,20000,20000,20000,20000,20000,20010,20210,21010,20010,21010,20010,21110,21010,21012,20010,21010,20010,20010,21010,20010,21010,20010,20022,20010,20010,21010,20011,21010,21012,21011,20011,20011,20010,21010,21012,20010,20010,20001,20001,20001,20001,20001,20001,20001,21001,21001,21001,20001,20001,21001,21011,21011,21011,21011,20011,20011,20021,20021,20021,20011,20011,20001,20001,20001,20001,20001,20000,20000,20000,20000,21000,21000,21001,21000,21000,21000,20000,20000,20000,20001,21000,21000,21001,20000,21000,20010,21012,21002
deden,22011,21000,21000,21001,20000,20000,20000,20220,20220,20022,20020,21000,21000,20022,20020,20022,20020,20000,20020,20101,20001,20000,20022,21000,20000,20020,20000,20022,22000,22020,22000,22222,22010,22012,22020,22022,22022,22022,22020,22000,22002,22001,22011,22000,22000,22000,22110,22022,22001,22020,22000,22010,22100,22000,22022,22020,22020,20000,21020,21001,21010,21000,20022,20020,21000,20100,21000,20001,20021,20001,21100,20000,20002,20000,20000,20000,20002,20000,20000,20222,20000,20022,20000,21000,20022,20020,20000,21000,20000,20000,20022,20000,21000,20001,20001,20001,20100,21000,20002,20022,20020,20022,20000,20000,20000,20022,20020,20000,20002,20100,20000,20000,20002,20000,20001,20001,21020,21002,20020,20000,20001,21000,20020,20020,20020,21000,20001,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21001,21001,20022,21000,20020,20022,20000,20000,20001,20000,21000,21000,21000,20001,20020,20000,20220,20020
deels,22202,20202,20200,20200,20002,20002,20000,21010,21000,21000,21000,21000,21000,21000,21010,21010,21010,20000,21002,20000,20000,20002,21000,21000,20000,21000,20000,21000,22000,22100,22000,22100,22222,22200,22110,22100,22100,22110,22110,22010,22000,22000,22100,22000,22000,22000,22100,22100,22000,22101,22000,22100,22000,22010,22100,22100,22102,20000,21200,20202,21200,20202,21000,21000,21000,20010,21020,20000,21000,20000,21000,20001,20000,20000,20000,20000,20000,20000,20000,21000,20000,21000,20010,21010,21010,21010,20010,21020,20020,20000,21000,20000,21000,20000,20000,20000,20002,21000,20000,21000,21000,21000,20002,20001,20002,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21200,20200,21002,20000,20000,21000,21000,21000,21002,21000,20000,20000,20000,20000,20000,20002,20001,20002,20000,20010,20002,20002,20010,20001,20010,20000,21000,21000,21000,21000,21010,21000,20010,20002,20000,20002,21000,20210,20200,20001,21000,20020,21000,21000
deern,22201,20200,20200,20211,20000,20000,20000,21000,21010,21002,21010,21000,21000,21002,21000,21002,21010,20010,21000,20001,20001,20010,21002,21000,20000,21010,20000,21002,22000,22100,22010,22102,22200,22222,22100,22102,22102,22102,22110,22000,22002,22001,22101,22000,22020,22010,22110,22112,22011,22100,22000,22100,22000,22000,22102,22110,22100,20000,21200,20201,21200,20200,21002,21010,21000,20000,21000,20011,21011,20001,21000,20000,20002,20000,20000,20000,20002,20000,20000,21002,20000,21002,20000,21000,21002,21010,20000,21000,20000,20000,21002,20000,21000,20001,20011,20001,20000,21000,20022,21002,21010,21012,20010,20010,20000,21002,21010,20000,20002,20010,20010,20010,20012,20010,20011,20011,21210,20212,21010,20010,20011,21010,21010,21010,21010,21010,20011,20011,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20000,20000,20000,20000,21001,21001,21012,21000,21000,21002,20000,20000,20001,20020,21000,20200,20220,20001,21000,20000,21010,21010
degel,22010,21000,21000,21000,20000,20100,20000,20022,20020,20220,20220,21200,21200,20020,20021,20021,20021,20000,20020,20000,20100,20000,20020,21000,20000,20020,20000,20020,22000,22020,22000,22020,22011,22010,22222,22220,22020,22021,22021,22001,22000,22000,22010,22000,22000,22000,22010,22020,22000,22020,22000,22010,22100,22002,22020,22020,22020,20000,21020,21000,21010,21000,20020,20020,21000,20001,21001,20000,20020,20100,21000,20000,20000,20000,20000,20000,20000,20100,20000,20020,20200,20020,20001,21001,20021,20021,20001,21001,20001,20000,20020,20100,21000,20000,20000,20000,20000,21000,20000,20020,20020,20020,20000,20000,20000,20020,20020,20100,20000,20000,20000,20000,20000,20000,20100,20000,21020,21000,20020,20000,20000,21000,20020,20120,20020,21100,20100,20000,20100,20000,20000,20000,20000,20100,20000,20002,20000,20000,20002,20000,20001,20000,21000,21000,20020,21000,20022,20020,20002,20000,20100,20000,21000,21002,21100,20000,20020,20201,20020,20020
degen,22011,21000,21000,21001,20000,20100,20000,20020,20020,20222,20220,21200,21200,20022,20020,20022,20020,20000,20020,20001,20101,20000,20022,21000,20000,20020,20000,20022,22000,22020,22000,22022,22010,22012,22220,22222,22022,22022,22020,22000,22002,22001,22011,22000,22000,22000,22010,22022,22001,22020,22000,22010,22100,22000,22022,22020,22020,20000,21020,21001,21010,21000,20022,20020,21000,20000,21000,20001,20021,20101,21000,20000,20002,20000,20000,20000,20002,20100,20000,20022,20200,20022,20000,21000,20022,20020,20000,21000,20000,20000,20022,20100,21000,20001,20001,20001,20000,21000,20002,20022,20020,20022,20000,20000,20000,20022,20020,20100,20002,20000,20000,20000,20002,20000,20101,20001,21020,21002,20020,20000,20001,21000,20020,20120,20020,21100,20101,20001,20100,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,21001,21001,20022,21000,20020,20022,20000,20000,20101,20000,21000,21000,21100,20001,20020,20200,20020,20020
deken,22011,21000,21000,21001,20000,20000,20000,20020,20020,20022,20020,21000,21000,20222,20020,20022,20020,20000,20020,20001,20001,20000,20022,21000,20000,20020,20000,20022,22000,22020,22000,22022,22010,22012,22020,22022,22222,22022,22020,22000,22002,22001,22111,22000,22000,22000,22010,22022,22001,22020,22000,22010,22000,22000,22022,22020,22020,20000,21020,21001,21010,21000,20222,20220,21200,20000,21000,20001,20021,20001,21000,20000,20002,20000,20000,20000,20002,20000,20000,20022,20000,20222,20000,21000,20022,20020,20100,21000,20000,20000,20022,20000,21000,20001,20001,20001,20000,21000,20002,20022,20020,20022,20000,20000,20000,20022,20020,20000,20002,20000,20000,20100,20002,20000,20001,20101,21020,21002,20020,20000,20101,21000,20020,20020,20020,21000,20001,20101,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21001,21001,20022,21000,20020,20022,20000,20000,20001,20000,21000,21000,21000,20001,20020,20000,20020,20020
delen,22011,21000,21000,21001,20000,20000,20000,20120,20020,20022,20020,21000,21000,20022,20220,20222,20220,20000,20020,20001,20001,20000,20022,21000,20000,20020,20000,20022,22000,22020,22000,22022,22110,22012,22120,22022,22022,22222,22220,22200,22002,22001,22011,22000,22000,22000,22010,22022,22001,22020,22000,22010,22000,22100,22022,22020,22020,20000,21020,21001,21010,21000,20022,20020,21000,20200,21200,20001,20021,20001,21000,20000,20002,20000,20000,20000,20002,20000,20000,20022,20000,20022,20200,21200,20222,20220,20200,21200,20200,20000,20022,20000,21000,20001,20001,20001,20000,21000,20002,20022,20020,20022,20000,20000,20000,20022,20020,20000,20002,20000,20000,20000,20002,20000,20001,20001,21020,21002,20020,20000,20001,21000,20020,20020,20020,21000,20001,20001,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20100,20000,20200,20000,21001,21001,20022,21000,20120,20022,20100,20000,20001,20000,21000,21100,21000,20001,20020,20100,20020,20020
deler,22010,21000,21000,21001,20000,20000,20000,20120,20022,20020,20022,21000,21000,20020,20220,20220,20222,20002,20020,20000,20000,20001,20020,21000,20000,20022,20000,20020,22000,22020,22002,22020,22110,22011,22120,22020,22020,22220,22222,22200,22000,22000,22010,22000,22001,22001,22011,22021,22001,22020,22000,22010,22000,22100,22020,22022,22020,20000,21020,21000,21010,21000,20020,20022,21000,20200,21200,20002,20022,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20020,20200,21200,20220,20222,20200,21200,20200,20000,20020,20000,21000,20000,20002,20000,20000,21000,20001,20020,20022,20021,20001,20001,20000,20020,20022,20000,20000,20001,20001,20001,20001,20001,20001,20001,21021,21001,20021,20001,20001,21001,20021,20021,20021,21001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20101,20001,20001,20100,20000,20200,20000,21000,21000,20021,21000,20120,20020,20100,20000,20000,20001,21000,21100,21001,20000,20020,20100,20022,20022
delta,22000,21020,21002,21010,20020,20001,20011,21101,21001,21001,21001,21001,21001,21001,21201,21201,21201,20001,21001,20001,20001,20021,21011,21011,20011,21001,20011,21001,22011,22010,22000,22000,22100,22000,22100,22000,22000,22200,22200,22222,22000,22000,22000,22010,22000,22000,22000,22000,22000,22000,22010,22000,22000,22100,22000,22000,22000,20010,21010,21000,21000,21020,21000,21000,21020,20200,21200,20001,21000,20000,21000,20000,20001,20010,20000,20021,20000,20000,20010,21000,20002,21000,20200,21200,21200,21200,20200,21200,20200,20000,21000,20000,21000,20002,20000,20010,20000,21000,20000,21000,21000,21000,20000,20010,20000,21000,21000,20000,20000,20001,20001,20001,20001,20002,20001,20001,21000,21000,21000,20010,20000,21000,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20100,20000,20000,20101,20010,20202,20000,21000,21020,21000,21010,21100,21000,20101,20001,20001,20001,21001,21100,21000,20001,21011,20102,21000,21000
demon,22001,21000,21110,21001,20000,20000,20000,21000,21000,21002,21000,21000,21000,21002,21100,21002,21000,20200,21200,20001,20001,20000,21002,21000,20100,21000,20000,21002,22000,22000,22020,22002,22000,22002,22000,22002,22002,22002,22000,22000,22222,22101,22001,22020,22000,22000,22000,22002,22001,22100,22020,22000,22000,22000,22002,22000,22000,20000,21000,21001,21000,21000,21002,21000,21000,20010,21000,20001,21001,20011,21010,20010,20002,20000,20000,20000,20002,20010,20010,21012,20110,21012,20010,21010,21012,21010,20010,21010,20010,20210,21212,20210,21210,20011,20021,20011,20010,21010,20012,21012,21010,21012,20010,20010,20010,21012,21010,20010,20012,20000,20000,20000,20002,20100,20001,20001,21000,21002,21000,20000,20001,21000,21010,21010,21010,21010,20011,20011,20020,20120,20020,20010,20010,20000,20000,20000,20100,20000,20000,20000,20000,20200,21001,21001,21002,21000,21000,21002,20000,20000,20001,20000,21000,21000,21000,20001,21000,20010,21010,21000
denim,22100,21010,21001,21100,20010,20000,20000,21000,21000,21100,21000,21000,21000,21100,21002,21100,21000,20001,21001,20200,20220,20000,21100,21000,20002,21000,20020,21100,22000,22000,22000,22100,22000,22100,22000,22100,22100,22100,22000,22000,22101,22222,22200,22000,22010,22000,22000,22100,22100,22002,22000,22000,22000,22000,22100,22000,22000,20010,21010,21110,21010,21010,21100,21000,21010,20010,21010,20210,21210,20210,21010,20010,20110,20020,20010,20010,20110,20000,20000,21100,20001,21100,20000,21000,21100,21000,20020,21000,20000,20001,21101,20021,21001,20200,20200,20200,20000,21020,20100,21100,21000,21100,20000,20000,20020,21100,21000,20020,20100,20000,20010,20000,20120,20001,20100,20100,21000,21100,21010,20010,20110,21010,21000,21000,21000,21000,20100,20100,20000,20002,20000,20000,20000,20000,20020,20020,20001,20000,20000,20010,20020,20001,21200,21200,21100,21000,21000,21100,20000,20000,20100,20000,21000,21020,21000,20210,21000,20000,21000,21000
denke,22101,21000,21000,21100,20000,20000,20000,21000,21000,21100,21000,20002,20002,21110,21000,21100,21000,20000,21000,20200,20200,20000,21100,20002,20000,21000,20000,21100,22000,22001,22000,22101,22001,22101,22001,22101,22111,22101,22001,22000,22100,22200,22222,22000,22000,22000,22002,22101,22100,22001,22000,22002,22000,22000,22101,22001,22001,20000,21001,21100,21002,21000,21110,21010,20012,20000,20002,20200,21200,20200,20002,20000,20100,20000,20000,20000,20100,20000,20000,21100,20000,21110,20000,20002,21100,21000,20010,20002,20000,20000,21100,20000,20002,20200,20200,20200,20000,20002,20100,21100,21000,21100,20000,20000,20000,21100,21000,20000,20100,20000,20000,20010,20100,20000,20100,20110,21001,21100,21000,20000,20110,20002,21000,21000,21000,20002,20100,20110,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20202,20202,21100,20002,21000,21100,20000,20000,20100,20000,20002,21000,21000,20200,21000,20000,21000,21000
depot,22000,21001,21010,21002,20001,20000,20002,21000,21000,21000,21000,21000,21000,21000,21000,21000,21000,20000,21000,20000,20000,20001,21001,21001,20001,21000,20002,21000,22002,22002,22020,22000,22000,22000,22000,22000,22000,22000,22000,22001,22020,22000,22000,22222,22200,22000,22000,22000,22000,22000,22021,22000,22000,22000,22000,22000,22000,20002,21002,21000,21100,21001,21000,21000,21001,20010,21000,20000,21000,20010,21010,20010,20000,20002,20000,20001,20000,20010,20012,21010,20010,21010,20010,21010,21010,21010,20010,21010,20010,20010,21010,20010,21010,20010,20020,20012,20010,21010,20010,21210,21210,21010,20110,20012,20010,21010,21010,20010,20010,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,20002,20000,21000,21010,21010,21010,21010,20010,20010,20020,20020,20120,20110,20012,20000,20000,20000,20000,20000,20000,20002,20000,20000,21000,21001,21000,21001,21000,21000,20000,20000,20000,20000,21000,21000,21000,20000,21002,20010,21010,21000
depri,22000,21001,21000,21010,20001,20000,20000,21000,21010,21000,21010,21000,21000,21000,21000,21000,21010,20010,21000,20000,20001,20010,21000,21000,20000,21010,20001,21000,22000,22000,22010,22000,22000,22020,22000,22000,22000,22000,22010,22000,22000,22001,22000,22200,22222,22010,22010,22010,22010,22000,22000,22000,22000,22000,22000,22010,22000,20001,21001,21001,21101,21001,21000,21010,21001,20001,21001,20011,21011,20001,21001,20001,20001,20001,20001,20002,20001,20000,20000,21000,20000,21000,20000,21000,21000,21010,20001,21000,20000,20000,21000,20001,21000,20000,20010,20000,20000,21001,20020,21200,21210,21010,20110,20010,20001,21000,21010,20001,20000,20010,20012,20010,20011,20010,20010,20010,21010,21010,21011,20011,20011,21011,21010,21010,21010,21010,20010,20010,20010,20010,20110,20110,20010,20010,20011,20011,20010,20010,20000,20001,20001,20000,21000,21000,21010,21000,21000,21000,20000,20000,20000,20020,21000,21001,21020,20002,21000,20000,21010,21010
derby,22000,21000,21000,21100,20000,20000,20000,21000,21100,21000,21100,21000,21000,21000,21000,21000,21100,20100,21000,20002,20000,20200,21000,21000,20000,21100,20000,21000,22010,22010,22100,22000,22000,22100,22000,22000,22000,22000,22100,22000,22000,22000,22000,22000,22100,22222,22200,22200,22202,22000,22000,22000,22000,22000,22000,22100,22000,20000,21000,21000,21000,21000,21000,21100,21000,20000,21000,20100,21100,20000,21000,20000,20000,20000,20002,20000,20000,20000,20000,21000,20000,21000,20022,21000,21000,21100,20000,21000,20002,20020,21000,20000,21000,20000,20100,20000,20000,21000,20100,21000,21100,21200,20200,20200,20000,21000,21100,20000,20000,20100,20100,20100,20100,20100,20100,20100,21100,21100,21100,20100,20100,21100,21100,21100,21100,21100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20000,20000,20000,20002,21000,21000,21200,21000,21000,21000,20000,20000,20000,20100,21000,21000,21100,20000,21000,20000,21100,21100
derde,22001,21000,21000,21100,20000,20000,20000,21010,21110,21000,21100,20002,20002,21000,21000,21000,21100,20100,21000,20020,20000,20200,21000,20002,20000,21100,20000,21000,22000,22001,22100,22011,22001,22101,22001,22001,22001,22001,22101,22000,22000,22000,22002,22000,22100,22200,22222,22201,22200,22001,22000,22002,22010,22000,22001,22101,22001,20000,21001,21000,21002,21000,21000,21100,20002,20020,20002,20100,21100,20000,20022,20000,20000,20000,20000,20000,20000,20000,20000,21010,20000,21000,20000,20002,21000,21100,20000,20002,20000,20000,21000,20000,20002,20000,20100,20000,20020,20002,20100,21000,21100,21200,20200,20200,20000,21000,21100,20000,20000,20110,20100,20100,20100,20100,20100,20100,21101,21100,21100,20100,20100,20102,21100,21100,21100,20102,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20000,20000,20000,20000,20002,20002,21200,20002,21000,21000,20000,20000,20000,20100,20002,21000,21100,20000,21000,20000,21110,21100
