Guess,riagg,rooms,rabat,rabbi,racen,racer,radar,raden,rader,rad1s,radio,radix,radja,radon,rafel,ragen,rakel,raken,raket,rally,rambo,ramee,ramen,ramin,ramsj,ranch,range,ranja,rapen,rappe,rapte,rasta,ratel,ratio,raven,rav1n,rayon,razen,reaal,ready,realo,rebbe,rebel,rebus,reces,recht,recto,reden,reder,reeds,reeks,reeuw,regel,regen,regie,regio,reien,reiki,reine,rekel,reken,rekke,relax,remix,renen,renet,rente,repel,repen,repro,resem,reset,reten,retor,retro,reuma,reuze,reven,revue,rezen,riant,ribbe,ribes,r1dek,r1den,r1der,r1gen,r1ken,r1kop,r1les,r1men,r1nse,r1pad,r1pen,r1pte,r1ten,r1t1d,r1tje,r1vak,r1ven,r1weg,r1zen,r1zig,rioja,riool,risee,ritme,ritus,rivet,rob1n,robot,roden,rodeo,roede,roest,rogge,roken,roker,roman,romen,romer,romig,ronde,rondo,rooie,rooms,rotan,roten,rotje,rotor,rotte,rouge,route,roven,rover,rozen,rozet,rozig,roz1n,ruche,rugby,ruide,ruien,rul1s,rumba,ruste,ruwen,ruwte,ruzie,r1mer,riziv,riyal,r1bak,r1hal,r1l1n,r1dag,rowan
rinks,22000,20002,20000,21000,20100,20000,20000,20100,20000,20002,21000,21000,20000,20100,20000,20100,20010,20110,20010,20000,20000,20000,20100,21100,20001,20200,20200,20200,20100,20000,20000,20001,20000,21000,20100,20100,20100,20100,20000,20000,20000,20000,20000,20002,20002,20000,20000,20100,20000,20002,20022,20000,20000,20100,21000,21000,21100,21020,21100,20010,20110,20020,20000,21000,20200,20200,20200,20000,20100,20000,20001,20001,20100,20000,20000,20000,20000,20100,20000,20100,22100,22000,22002,20010,20100,20000,20100,20110,20010,20002,20100,20201,20000,20100,20000,20100,20000,20000,20010,20100,20000,20100,21000,22000,22000,22001,22000,22002,22000,20100,20000,20100,20000,20000,20001,20000,20110,20010,20100,20100,20000,21000,20200,20200,21000,20002,20100,20100,20000,20000,20000,20000,20000,20100,20000,20100,20000,21000,20100,20000,20000,21000,21100,20002,20000,20001,20100,20000,21000,20000,22000,22000,20010,20000,20100,20000,20100
rixts,22000,20002,20010,21000,20000,20000,20000,20000,20000,20002,21000,21100,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,21000,20001,20000,20000,20000,20000,20000,20020,20021,20010,21010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20002,20010,20020,20000,20000,20002,20002,20000,20000,20000,21000,21000,21000,21000,21000,20000,20000,20000,20100,21100,20000,20010,20020,20000,20000,20000,20001,20011,20010,20010,20010,20000,20000,20000,20000,20000,22010,22000,22002,20000,20000,20000,20000,20000,20000,20002,20000,20001,20000,20000,20020,20010,20010,20010,20000,20000,20000,20000,21000,22000,22000,22001,22010,22012,22010,20000,20010,20000,20000,20000,20011,20000,20000,20000,20000,20000,20000,21000,20000,20000,21000,20002,20010,20010,20010,20010,20020,20000,20020,20000,20000,20000,20010,21000,20000,20000,20000,21000,21000,20002,20000,20021,20000,20020,21000,20000,22000,22000,20000,20000,20000,20000,20000
roans,20200,22002,20100,20100,20110,20100,20100,20110,20100,20102,21100,20100,20100,21110,20100,20110,20100,20110,20100,20100,21100,20100,20110,20110,20101,20110,20110,20110,20110,20100,20100,20101,20100,21100,20110,20110,21110,20110,20200,20200,21200,20000,20000,20002,20002,20000,21000,20010,20000,20002,20002,20000,20000,20010,20000,21000,20010,20000,20020,20000,20010,20000,20100,20000,20010,20010,20010,20000,20010,21000,20001,20001,20010,21000,21000,20100,20000,20010,20000,20010,20220,20000,20002,20000,20010,20000,20010,20010,21000,20002,20010,20011,20100,20010,20000,20010,20000,20000,20100,20010,20000,20010,20000,21100,21000,20001,20000,20002,20000,22010,22000,22010,22000,22000,22001,22000,22010,22000,22110,22010,22000,22000,22010,22010,22000,22002,22110,22010,22000,22000,22000,22000,22000,22010,22000,22010,22000,22000,22010,20000,20000,20000,20010,20002,20100,20001,20010,20000,20000,20000,20000,20100,20100,20100,20010,20100,22110
roefs,20000,22002,20000,20000,20100,20100,20000,20100,20100,20002,21000,20000,20000,21000,20110,20100,20100,20100,20100,20000,21000,20100,20100,20000,20001,20000,20100,20000,20100,20100,20100,20001,20100,21000,20100,20000,21000,20100,20100,20100,21100,20100,20100,20102,20102,20100,21100,20100,20100,20202,20202,20200,20100,20100,20100,21100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,21100,20101,20101,20100,21100,21100,20100,20100,20100,20100,20100,20000,20100,20102,20100,20100,20100,20100,20100,21000,20102,20100,20101,20000,20100,20100,20100,20000,20100,20000,20100,20100,20100,20000,21000,21000,20101,20100,20002,20100,22000,22000,22100,22100,22200,22201,22100,22100,22100,22000,22100,22100,22000,22100,22000,22100,22002,22000,22100,22100,22000,22100,22100,22100,22100,22100,22100,22100,22000,22000,20100,20000,20100,20100,20002,20000,20101,20100,20100,20100,20100,20000,20000,20000,20000,20000,20000,22000
rolfs,20000,22002,20000,20000,20000,20000,20000,20000,20000,20002,21000,20000,20000,21000,20110,20000,20100,20000,20000,20200,21000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20001,20100,21000,20000,20000,21000,20000,20100,20000,21100,20000,20100,20002,20002,20000,21000,20000,20000,20002,20002,20000,20100,20000,20000,21000,20000,20000,20000,20100,20000,20000,20200,20000,20000,20000,20000,20100,20000,21000,20001,20001,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,21000,20202,20000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21100,20001,20000,20002,20000,22000,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20000,20000,20000,20000,20202,20000,20001,20000,20000,20000,20000,20000,20100,20000,20100,20200,20000,22000
roses,20000,22002,20000,20000,20020,20020,20000,20020,20020,20002,21000,20000,20000,21000,20020,20020,20020,20020,20020,20000,21000,20020,20020,20000,20100,20000,20010,20000,20020,20010,20010,20200,20020,21000,20020,20000,21000,20020,20010,20010,21010,20010,20020,20012,20022,20010,21010,20020,20020,20012,20012,20010,20020,20020,20010,21010,20020,20010,20010,20020,20020,20010,20010,20010,20020,20020,20010,20020,20020,21010,20220,20220,20020,21010,21010,20010,20010,20020,20010,20020,20000,20010,20022,20020,20020,20020,20020,20020,21000,20022,20020,20110,20000,20020,20010,20020,20000,20010,20000,20020,20020,20020,20000,21000,21000,20220,20010,20002,20020,22000,22000,22020,22020,22010,22110,22010,22020,22020,22000,22020,22020,22000,22010,22000,22010,22002,22000,22020,22010,22000,22010,22010,22010,22020,22020,22020,22020,22000,22000,20010,20000,20010,20020,20002,20000,20210,20020,20010,20010,20020,20000,20000,20000,20000,20000,20000,22000
runes,20000,20002,20000,20000,20120,20020,20000,20120,20020,20002,20000,20000,20000,20100,20020,20120,20020,20120,20020,20000,20000,20020,20120,20100,20001,20200,20210,20200,20120,20010,20010,20001,20020,20000,20120,20100,20100,20120,20010,20010,20010,20010,20020,21012,20022,20010,20010,20120,20020,20012,20012,21010,20020,20120,20010,20010,20120,20010,20110,20020,20120,20010,20010,20010,20220,20220,20210,20020,20120,20010,20021,20021,20120,20010,20010,21010,21010,20120,21010,20120,20100,20010,20022,20020,20120,20020,20120,20120,20000,20022,20120,20211,20000,20120,20010,20120,20000,20010,20000,20120,20020,20120,20000,20000,20000,20021,20010,21002,20020,20100,20000,20120,20020,20010,20011,20010,20120,20020,20100,20120,20020,20000,20210,20200,20010,20002,20100,20120,20010,20000,20010,21010,21010,20120,20020,20120,20020,20000,20100,22010,22000,22010,22120,22002,22000,22011,22120,22010,22010,20020,20000,20000,20000,20000,20100,20000,20100
ruths,20000,20002,20100,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20001,20010,20000,20000,20000,20000,20100,20101,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,21002,20002,20120,20100,20000,20000,20002,20002,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20100,20000,20000,20000,20001,20101,20200,20200,20200,21000,21000,20000,21000,20000,20100,20000,20002,20000,20000,20000,20000,20000,20000,20002,20000,20001,20000,20000,20100,20200,20200,20200,20000,20000,20000,20000,20000,20000,20000,20001,20200,21202,20100,20000,20100,20000,20000,20000,20101,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20200,20200,20200,20200,20200,21000,21100,20000,20000,20000,20100,20000,20000,22020,22000,22000,22000,22002,22000,22101,22000,22100,22000,20000,20000,20000,20000,20010,20000,20000,20000
ruuds,20000,20002,20000,20000,20000,20000,20010,20010,20010,20012,20010,20010,20010,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,21002,20002,20000,20000,20010,20010,20022,20002,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20000,20000,20000,20200,20200,20000,21000,20000,20000,20000,20002,20010,20010,20010,20000,20000,20000,20002,20000,20001,20010,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,21002,20000,20000,20000,20010,20010,20020,20001,20000,20000,20000,20000,20000,20000,20000,20020,20020,20000,20002,20000,20000,20000,20000,20000,20200,20200,20000,20000,20000,20000,20000,20000,22000,22000,22020,22000,22002,22000,22001,22000,22000,22000,20000,20000,20000,20000,20000,20000,20010,20000
ryans,20200,20002,20100,20100,20110,20100,20100,20110,20100,20102,20100,20100,20100,20110,20100,20110,20100,20110,20100,21100,20100,20100,20110,20110,20101,20110,20110,20110,20110,20100,20100,20101,20100,20100,20110,20110,21110,20110,20200,21200,20200,20000,20000,20002,20002,20000,20000,20010,20000,20002,20002,20000,20000,20010,20000,20000,20010,20000,20020,20000,20010,20000,20100,20000,20010,20010,20010,20000,20010,20000,20001,20001,20010,20000,20000,20100,20000,20010,20000,20010,20220,20000,20002,20000,20010,20000,20010,20010,20000,20002,20010,20011,20100,20010,20000,20010,20000,20000,20100,20010,20000,20010,20000,20100,20000,20001,20000,20002,20000,20010,20000,20010,20000,20000,20001,20000,20010,20000,20110,20010,20000,20000,20010,20010,20000,20002,20110,20010,20000,20000,20000,20000,20000,20010,20000,20010,20000,20000,20010,20000,21000,20000,20010,20002,20100,20001,20010,20000,20000,20000,20000,21100,20100,20100,20010,20100,20110
r1nse,20000,20010,20000,20000,20101,20001,20000,20101,20001,21010,20000,20000,20000,20100,20001,20101,20001,20101,20001,20000,20000,20002,20101,20100,20020,20200,20202,20200,20101,20002,20002,20010,20001,20000,20101,21100,20100,20101,20001,20001,20001,20002,20001,20011,20011,20001,20001,20101,20001,20011,20011,20001,20001,20101,20002,20001,20101,20001,20102,20001,20101,20002,20001,20001,20201,20201,20202,20001,20101,20001,20011,20011,20101,20001,20001,20001,20002,20101,20002,20101,20100,20002,20011,22001,22101,22001,22101,22101,22000,22011,22101,22222,22000,22101,22002,22101,22000,22002,22000,22101,22001,22101,22000,20000,20000,20012,20002,20010,20001,21100,20000,20101,20001,20002,20021,20002,20101,20001,20100,20101,20001,20000,20202,20200,20002,20010,20100,20101,20002,20000,20002,20002,20002,20101,20001,20101,20001,20000,21100,20002,20000,20002,20101,21010,20000,20012,20101,20002,20002,22001,20000,20000,22000,22000,22100,22000,20100
ratje,21000,20000,22100,22000,22001,22001,22000,22001,22001,22000,22000,22000,22020,22000,22001,22001,22001,22001,22101,22000,22000,22002,22001,22000,22010,22000,22002,22020,22001,22002,22102,22100,22201,22200,22001,22000,22000,22001,21001,21001,21001,20002,20001,20001,20001,20101,20101,20001,20001,20001,20001,20001,20001,20001,20002,20001,20001,20001,20002,20001,20001,20002,21001,20001,20001,20101,20102,20001,20001,20001,20001,20101,20201,20201,20201,21001,20002,20001,20002,20001,21100,20002,20001,20001,20001,20001,20001,20001,20000,20001,20001,20002,21000,20001,20102,20201,20200,20222,21000,20001,20001,20001,20000,21020,20000,20002,20202,20200,20101,20000,20100,20001,20001,20002,20101,20002,20001,20001,21000,20001,20001,20000,20002,20000,20002,20000,21200,20201,20222,20200,20202,20002,20102,20001,20001,20001,20101,20000,20000,20002,20000,20002,20001,20000,21000,20102,20001,20102,20002,20001,20000,21000,21000,21000,20000,21000,21000
riagg,22222,20000,20100,21100,20100,20100,20100,20100,20100,20100,21100,21100,20100,20100,20100,20110,20100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20120,20100,20100,20100,20100,20100,20100,21100,20100,20100,20100,20100,20200,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20010,21010,21010,21000,21000,21000,20000,20000,20000,20100,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,22200,22000,22000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20100,20000,20002,20000,21002,22100,22000,22000,22000,22000,22000,20000,20000,20000,20000,20000,20000,20021,20000,20000,20100,20000,20000,21002,20000,20000,21000,20000,20100,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,21002,20000,20000,20010,21000,21000,20000,20100,20000,20000,20000,21000,20000,22000,22100,20100,20100,20000,20102,20100
rooms,20000,22222,20000,20000,20000,20000,20000,20000,20000,20002,21000,20000,20000,21000,20000,20000,20000,20000,20000,20000,21010,20010,20010,20010,20011,20000,20000,20000,20000,20000,20000,20001,20000,21000,20000,20000,21000,20000,20000,20000,21000,20000,20000,20002,20002,20000,21000,20000,20000,20002,20002,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,21000,20011,20001,20000,21000,21000,20020,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,21000,20002,20010,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,21200,20001,20020,20002,20000,22000,22100,22000,22100,22000,22001,22000,22000,22000,22010,22010,22010,22010,22000,22100,22200,22222,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,22000,20000,20000,20000,20000,20002,20010,20001,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,22000
rabat,21000,20000,22222,22200,22000,22000,22020,22000,22000,22000,22000,22000,22010,22000,22000,22000,22000,22000,22002,22000,22100,22000,22000,22000,22000,22000,22000,22010,22000,22000,22001,22011,22001,22001,22000,22000,22000,22000,21020,21000,21000,20200,20200,20200,20000,20002,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20002,20001,20000,20000,20000,20000,20002,20001,20001,20001,21000,20000,20000,20000,20000,21002,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20001,20001,20001,20001,20020,20000,20000,20000,20000,21000,20000,20000,20001,20001,20002,20200,20202,20000,20000,20000,20002,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20021,20001,20001,20001,20001,20000,20001,20000,20000,20000,20002,20000,20000,20000,20100,20000,20000,20000,21100,20001,20000,20001,20000,20000,20000,20020,20220,20020,20000,20020,20020
rabbi,21001,20000,22200,22222,22000,22000,22000,22000,22000,22000,22001,22001,22000,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22000,22000,22000,22000,21000,21000,21000,20220,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20001,20002,20001,20000,20000,20000,21000,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,21001,20221,20201,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20001,21001,20001,20001,20001,20001,20001,20200,20200,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20001,20000,20000,20001,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20001,20000,20000,20020,20001,20001,20000,21020,20000,20000,20000,20001,20000,20001,21001,21200,21000,20000,21000,21000
racen,21000,20000,22000,22000,22222,22220,22000,22022,22020,22000,22000,22000,22000,22002,22020,22022,22020,22022,22020,22000,22000,22020,22022,22002,22000,22101,22011,22001,22022,22010,22010,22000,22020,22000,22022,22002,22002,22022,21010,21010,21010,20010,20020,20010,20220,20210,20210,20022,20020,20010,20010,20010,20020,20022,20010,20010,20022,20010,20011,20020,20022,20010,21010,20010,20022,20021,20011,20020,20022,20010,20020,20020,20022,20010,20010,21010,20010,20022,20010,20022,21001,20010,20020,20020,20022,20020,20022,20022,20000,20020,20022,20011,21000,20022,20010,20022,20000,20010,21000,20022,20020,20022,20000,21000,20000,20020,20010,20000,20020,20002,20000,20022,20020,20010,20010,20010,20022,20020,21002,20022,20020,20000,20011,20001,20010,20000,21002,20022,20010,20000,20010,20010,20010,20022,20020,20022,20020,20000,20002,20210,20000,20010,20022,20000,21000,20010,20022,20010,20010,20020,20000,21000,21000,21000,20002,21000,21002
racer,21000,20000,22000,22000,22220,22222,22002,22020,22022,22000,22000,22000,22000,22000,22020,22020,22020,22020,22020,22000,22000,22020,22020,22000,22000,22100,22010,22000,22020,22010,22010,22000,22020,22000,22020,22000,22000,22020,21010,21010,21010,20010,20020,20010,20220,20210,20210,20020,20022,20010,20010,20010,20020,20020,20010,20010,20020,20010,20010,20020,20020,20010,21010,20010,20020,20020,20010,20020,20020,20011,20020,20020,20020,20012,20011,21010,20010,20020,20010,20020,21000,20010,20020,20020,20020,20022,20020,20020,20000,20020,20020,20010,21000,20020,20010,20020,20000,20010,21000,20020,20020,20020,20000,21000,20000,20020,20010,20000,20020,20000,20000,20020,20020,20010,20010,20010,20020,20022,21000,20020,20022,20000,20010,20000,20010,20000,21000,20020,20010,20002,20010,20010,20010,20020,20022,20020,20020,20000,20000,20210,20000,20010,20020,20000,21000,20010,20020,20010,20010,20022,20000,21000,21000,21000,20000,21000,21000
radar,21000,20000,22020,22000,22000,22002,22222,22200,22202,22200,22200,22200,22210,22200,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22010,22000,22000,22000,22010,22000,22000,22000,22000,22000,22000,21020,21100,21000,20000,20000,20000,20000,20000,20000,20200,20202,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20002,20001,21000,20000,20000,20000,20000,21000,20000,20000,20200,20200,20202,20000,20000,20000,20000,20000,20000,20120,20000,20000,20000,20100,20000,20020,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20100,20000,20000,20000,20002,20020,20000,20002,20000,20100,20100,20000,20000,20020,20000,20000,20002,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20100,20000,20000,21000,20000,20000,20000,20000,20002,20000,20020,20020,20020,20000,20220,20020
raden,21000,20000,22000,22000,22022,22020,22200,22222,22220,22200,22200,22200,22200,22202,22020,22022,22020,22022,22020,22000,22000,22020,22022,22002,22000,22001,22011,22001,22022,22010,22010,22000,22020,22000,22022,22002,22002,22022,21010,21110,21010,20010,20020,20010,20020,20010,20010,20222,20220,20110,20010,20010,20020,20022,20010,20010,20022,20010,20011,20020,20022,20010,21010,20010,20022,20021,20011,20020,20022,20010,20020,20020,20022,20010,20010,21010,20010,20022,20010,20022,21001,20010,20020,20220,20222,20220,20022,20022,20000,20020,20022,20011,21100,20022,20010,20022,20100,20010,21000,20022,20020,20022,20000,21000,20000,20020,20010,20000,20020,20002,20000,20222,20220,20110,20010,20010,20022,20020,21002,20022,20020,20000,20111,20101,20010,20000,21002,20022,20010,20000,20010,20010,20010,20022,20020,20022,20020,20000,20002,20010,20000,20110,20022,20000,21000,20010,20022,20010,20010,20020,20000,21000,21000,21000,20002,21200,21002
rader,21000,20000,22000,22000,22020,22022,22202,22220,22222,22200,22200,22200,22200,22200,22020,22020,22020,22020,22020,22000,22000,22020,22020,22000,22000,22000,22010,22000,22020,22010,22010,22000,22020,22000,22020,22000,22000,22020,21010,21110,21010,20010,20020,20010,20020,20010,20010,20220,20222,20110,20010,20010,20020,20020,20010,20010,20020,20010,20010,20020,20020,20010,21010,20010,20020,20020,20010,20020,20020,20011,20020,20020,20020,20012,20011,21010,20010,20020,20010,20020,21000,20010,20020,20220,20220,20222,20020,20020,20000,20020,20020,20010,21100,20020,20010,20020,20100,20010,21000,20020,20020,20020,20000,21000,20000,20020,20010,20000,20020,20000,20000,20220,20220,20110,20010,20010,20020,20022,21000,20020,20022,20000,20110,20100,20010,20000,21000,20020,20010,20002,20010,20010,20010,20020,20022,20020,20020,20000,20000,20010,20000,20110,20020,20000,21000,20010,20020,20010,20010,20022,20000,21000,21000,21000,20000,21200,21000
rad1s,21000,20002,22000,22000,22000,22000,22200,22200,22200,22222,22200,22200,22200,22200,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22001,22000,22000,22000,22020,22000,22000,21000,21100,21000,20000,20000,20002,20002,20000,20000,20200,20200,20102,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20000,20000,20000,21000,20000,20000,20000,20000,21000,20000,20002,20210,20210,20210,20010,20010,20010,20012,20010,20011,21110,20010,20010,20010,20120,20010,21010,20010,20010,20010,20010,21000,20000,20001,20000,20002,20000,20020,20000,20200,20200,20100,20001,20000,20000,20000,21000,20000,20000,20000,20100,20100,20000,20002,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20100,20000,20022,21000,20001,20000,20000,20000,20010,20000,21000,21010,21010,20020,21210,21000
radio,21010,20001,22000,22010,22000,22000,22200,22200,22200,22200,22222,22220,22200,22201,22000,22000,22000,22000,22000,22000,22002,22000,22000,22020,22000,22000,22000,22000,22000,22000,22000,22000,22000,22022,22000,22000,22001,22000,21000,21100,21002,20000,20000,20000,20000,20000,20002,20200,20200,20100,20000,20000,20000,20000,20020,20022,20010,20010,20010,20000,20000,20000,21000,20020,20000,20000,20000,20000,20000,20002,20000,20000,20000,20001,20002,21000,20000,20000,20000,20000,21010,20010,20010,20200,20200,20200,20000,20000,20001,20000,20000,20000,21100,20000,20000,20000,20100,20000,21000,20000,20000,20000,20020,21011,20011,20010,20010,20010,20010,20001,20001,20201,20202,20101,20001,20001,20001,20001,21001,20001,20001,20021,20101,20102,20021,20001,21001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20021,20001,20000,20000,20110,20010,20000,21000,20000,20000,20000,20020,20000,20020,21010,21000,21000,20000,21200,21001
radix,21010,20000,22000,22010,22000,22000,22200,22200,22200,22200,22220,22222,22200,22200,22000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,21000,21100,21000,20000,20000,20000,20000,20000,20000,20200,20200,20100,20000,20000,20000,20000,20020,20020,20010,20010,20010,20000,20000,20000,21002,20022,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,21010,20010,20010,20200,20200,20200,20000,20000,20000,20000,20000,20000,21100,20000,20000,20000,20100,20000,21000,20000,20000,20000,20020,21010,20010,20010,20010,20010,20010,20000,20000,20200,20200,20100,20000,20000,20000,20000,21000,20000,20000,20020,20100,20100,20020,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20110,20010,20000,21000,20000,20000,20000,20020,20000,20020,21010,21000,21000,20000,21200,21000
radja,21000,20000,22001,22000,22000,22000,22201,22200,22200,22200,22200,22200,22222,22200,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22010,22000,22000,22022,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,21001,21100,21000,20000,20000,20000,20000,20000,20000,20200,20200,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,21000,20000,20000,20200,20200,20200,20000,20000,20000,20000,20000,20000,21100,20000,20000,20000,20100,20020,21000,20000,20000,20000,20000,20022,20000,20000,20000,20000,20000,20000,20000,20200,20200,20100,20000,20000,20000,20000,21000,20000,20000,20000,20100,20100,20000,20000,21000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20002,20000,20000,20000,20000,20000,20000,21000,21000,21000,20000,21200,21000
radon,21000,20010,22000,22000,22002,22000,22200,22202,22200,22200,22210,22200,22200,22222,22000,22002,22000,22002,22000,22000,22010,22000,22002,22002,22000,22001,22001,22001,22002,22000,22000,22000,22000,22010,22002,22002,22022,22002,21000,21100,21010,20000,20000,20000,20000,20000,20010,20202,20200,20100,20000,20000,20000,20002,20000,20010,20002,20000,20001,20000,20002,20000,21000,20000,20002,20001,20001,20000,20002,20010,20000,20000,20002,20020,20010,21000,20000,20002,20000,20002,21001,20000,20000,20200,20202,20200,20002,20002,20020,20000,20002,20001,21100,20002,20000,20002,20100,20000,21000,20002,20000,20002,20000,21010,20020,20000,20000,20000,20000,20012,20020,20212,20210,20110,20010,20010,20012,20010,21012,20012,20010,20010,20111,20111,20010,20010,21012,20012,20010,20020,20010,20010,20010,20012,20010,20012,20010,20010,20012,20000,20000,20100,20002,20000,21000,20000,20002,20000,20000,20000,20000,21000,21000,21000,20002,21200,21012
rafel,21000,20000,22000,22000,22020,22020,22000,22020,22020,22000,22000,22000,22000,22000,22222,22020,22022,22020,22020,22001,22000,22020,22020,22000,22000,22000,22010,22000,22020,22010,22010,22000,22022,22000,22020,22000,22000,22020,21012,21010,21011,20010,20022,20010,20020,20010,20010,20020,20020,20010,20010,20010,20022,20020,20010,20010,20020,20010,20010,20022,20020,20010,21011,20010,20020,20020,20010,20022,20020,20010,20020,20020,20020,20010,20010,21010,20010,20020,20010,20020,21000,20010,20020,20020,20020,20020,20020,20020,20000,20021,20020,20010,21000,20020,20010,20020,20000,20010,21000,20020,20020,20020,20000,21000,20002,20020,20010,20000,20020,20000,20000,20020,20020,20010,20010,20010,20020,20020,21000,20020,20020,20000,20010,20000,20010,20000,21000,20020,20010,20000,20010,20010,20010,20020,20020,20020,20020,20000,20000,20010,20000,20010,20020,20001,21000,20010,20020,20010,20010,20020,20000,21002,21000,21002,20001,21000,21000
ragen,21100,20000,22000,22000,22022,22020,22000,22022,22020,22000,22000,22000,22000,22002,22020,22222,22020,22022,22020,22000,22000,22020,22022,22002,22000,22001,22111,22001,22022,22010,22010,22000,22020,22000,22022,22002,22002,22022,21010,21010,21010,20010,20020,20010,20020,20010,20010,20022,20020,20010,20010,20010,20220,20222,20210,20210,20022,20010,20011,20020,20022,20010,21010,20010,20022,20021,20011,20020,20022,20010,20020,20020,20022,20010,20010,21010,20010,20022,20010,20022,21001,20010,20020,20020,20022,20020,20222,20022,20000,20020,20022,20011,21000,20022,20010,20022,20000,20010,21000,20022,20120,20022,20100,21000,20000,20020,20010,20000,20020,20002,20000,20022,20020,20010,20010,20210,20022,20020,21002,20022,20020,20100,20011,20001,20010,20000,21002,20022,20010,20000,20010,20110,20010,20022,20020,20022,20020,20100,20002,20010,20200,20010,20022,20000,21000,20010,20022,20010,20010,20020,20000,21000,21000,21000,20002,21100,21002
