Guess,gents,ghana,gouds,griek,gaard,gabbe,gaden,gaffe,gagel,gaine,gajes,galei,galon,galop,gamba,gamel,gamen,gamer,gamma,gapen,gaper,garde,garen,garoe,garve,gaten,gaven,gazel,gazen,gazet,gazon,gebak,gebbe,gebed,gebel,gebit,gebod,gedag,gedoe,geduw,geest,geeuw,gegil,geh1g,gehol,geien,ge1kt,gejou,gekef,gek1f,gekir,gekko,gekte,gelag,gelal,gelee,gelei,gelen,gelid,gelig,gel1k,gelik,gelui,geluk,gelul,geluw,gemak,gemet,gemis,gemok,gemor,gemot,genet,genie,genot,genre,genus,gepuf,gerei,geren,gerst,gesar,gesco,gesel,gesis,gesol,geste,getal,getik,getob,getto,geuze,geval,gevat,gevel,geven,gever,gevl1,gevr1,gewag,gewas,gewei,gew1d,gewin,gewis,gezag,gezel,gezet,gezin,gibus,gigue,g1pen,gilde,gilet,ginds,ginst,gipsy,giraf,glans,gleed,gleis,gleuf,glimp,globe,gloed,gloop,gloor,gneis,gnoom,goden,godin,goede,gogme,gojim,golem,gonje,gorig,gouwe,gozer,graad,graaf,graag,graai,graal,graan,graat,grauw,green,greep,grein,grens,grief,griek,griel,griep,gries,griet,grift,gr1ns,grill,grime,grind,grint,griot,groef,groei,groen,groep,groet,grond,groot,grote,gruis,guano,guave,gummi,gunst,guppy,gyros,ger1m,geram,gebal,geoha,gomma,gauss
genes,22202,20100,20002,20020,20000,21000,20120,21000,20020,21100,20022,20020,20100,20000,20000,20020,20120,20020,20000,20120,20020,21000,20120,21000,21000,20120,20120,20020,20120,20020,20100,22000,22010,22020,22020,22000,22000,22000,22010,22000,22011,22010,22000,22000,22000,22120,22000,22000,22020,22000,22000,22000,22010,22000,22000,22020,22020,22120,22000,22000,22000,22000,22000,22000,22000,22000,22000,22020,22002,22000,22000,22000,22220,22210,22200,22210,22202,22000,22020,22120,22001,22001,22001,22021,22002,22001,22011,22000,22000,22000,22000,22010,22000,22000,22020,22120,22020,22000,22000,22000,22002,22020,22000,22100,22002,22000,22020,22020,22100,20002,21000,20120,21000,20020,20202,20201,20001,20000,20102,21020,21002,21000,20000,21000,20020,20000,20000,21102,20100,20120,20100,21010,21000,20000,20020,21200,20000,21000,20020,20000,20000,20000,20000,20000,20100,20000,20000,21120,21020,21100,21102,20020,20020,20020,20020,20022,20020,20000,20102,20000,21000,20100,20100,20000,20020,20020,20120,20020,20020,20100,20000,21000,20002,20100,21000,20000,20201,20000,20002,22000,22000,22000,22000,20000,20002
germs,22002,20000,20002,21100,20100,21000,21000,21000,21000,21000,21002,21000,20000,20000,20010,21010,21010,21110,20020,21000,21100,21200,21200,21200,21200,21000,21000,21000,21000,21000,20000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22010,22010,22012,22010,22110,22010,22000,22000,22000,22100,22002,22000,22200,22200,22201,22101,22001,22001,22002,22001,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22100,22000,22002,22000,22000,22000,22002,22000,22000,22000,22000,20002,21000,21000,21000,21000,20002,20001,20001,20200,20002,21000,21002,21000,20020,21000,21000,20000,20100,21002,20010,21000,20000,21000,21020,20010,21010,21000,20200,21000,21100,20100,20100,20100,20100,20100,20100,20100,20100,21100,21100,21100,21102,21100,21100,21100,21100,21102,21100,20100,20102,20100,21120,20100,20100,20100,21100,21100,21100,21100,21100,20100,20100,21100,20102,20000,21000,20020,20001,20000,20202,22210,22210,22000,22000,20020,20002
gerts,22022,20000,20002,21100,20100,21000,21000,21000,21000,21000,21002,21000,20000,20000,20000,21000,21000,21100,20000,21000,21100,21200,21200,21200,21200,21010,21000,21000,21000,21010,20000,22000,22000,22000,22000,22010,22000,22000,22000,22000,22011,22000,22000,22000,22000,22000,22010,22000,22000,22000,22100,22000,22020,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22010,22002,22000,22100,22010,22010,22000,22010,22100,22002,22000,22200,22200,22211,22101,22001,22001,22002,22001,22021,22010,22010,22010,22020,22000,22000,22010,22000,22000,22100,22000,22100,22000,22002,22000,22000,22000,22002,22000,22000,22010,22000,20002,21000,21000,21000,21010,20002,20011,20001,20200,20002,21000,21002,21000,20000,21000,21000,20000,20100,21002,20000,21000,20000,21000,21000,20000,21000,21000,20200,21000,21100,20100,20100,20100,20100,20100,20100,20110,20100,21100,21100,21100,21102,21100,21100,21100,21100,21102,21110,20110,20102,20100,21100,20100,20110,20110,21100,21100,21100,21100,21110,20100,20110,21120,20102,20000,21000,20000,20011,20000,20202,22200,22200,22000,22000,20000,20002
gians,20012,20220,20002,21000,20200,20100,20110,20100,20100,21120,20102,21100,20110,20100,20100,20100,20110,20100,20100,20110,20100,20100,20110,20100,20100,20110,20110,20100,20110,20100,20110,20100,20000,20000,20000,21000,20000,20100,20000,20000,20001,20000,21000,20000,20000,21010,20000,20000,20000,20000,21000,20000,20000,20100,20100,20000,21000,20010,21000,21000,20000,21000,21000,20000,20000,20000,20100,20000,21002,20000,20000,20000,20010,21010,20010,20010,20012,20000,21000,20010,20001,20101,20001,20001,21002,20001,20001,20100,21000,20000,20000,20000,20100,20100,20000,20010,20000,20000,20000,20100,20102,21000,20000,21010,21002,20100,20000,20000,21010,22002,22000,20010,22000,22000,22012,22011,22001,22100,20222,20000,21002,20000,21000,20000,20000,20000,20000,21012,20010,20010,21010,20000,20000,21000,20000,20010,21000,20000,20000,20200,20200,20200,21200,20200,20210,20200,20200,20010,20000,21010,20022,21000,21000,21000,21000,21002,21000,21000,20022,21000,21000,21020,21020,21000,20000,21000,20010,20000,20000,20020,20000,20000,21002,20220,20200,21000,20011,20000,20002,20000,20100,20100,20100,20100,20102
giels,20102,20000,20002,21100,20000,20100,20100,20100,20110,21100,20102,21110,20010,20010,20000,20110,20100,20100,20000,20100,20100,20100,20100,20100,20100,20100,20100,20110,20100,20100,20000,20100,20100,20100,20110,21100,20100,20100,20100,20100,20201,20200,21110,20100,20110,21100,20100,20100,20100,20100,21100,20100,20100,20110,20110,20110,21110,20110,21110,21110,20110,21110,21110,20110,20110,20110,20100,20100,21102,20100,20100,20100,20100,21100,20100,20100,20102,20100,21100,20100,20101,20101,20101,20111,21102,20111,20101,20110,21100,20100,20100,20100,20110,20100,20110,20100,20100,20120,20100,20100,20102,21100,20100,21100,21102,20100,20110,20100,21100,22002,22100,20100,22110,22110,22002,22001,22001,22000,20012,20210,21212,20210,21010,20110,20110,20010,20010,21202,20000,20100,21000,20200,20100,21000,20110,20100,21000,20100,20100,20000,20000,20000,21000,20010,20000,20000,20000,20200,20200,21200,20202,21100,21100,21110,21100,21102,21100,21000,20002,21020,21100,21000,21000,21000,20100,21100,20100,20100,20100,20000,20000,20100,21002,20000,20100,21000,20001,20000,20002,20100,20100,20110,20100,20000,20002
gills,20002,20000,20002,21000,20000,20000,20000,20000,20100,21000,20002,21200,20200,20200,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20100,21000,20000,20000,20000,20000,20001,20000,21100,20000,20100,21000,20000,20000,20000,20000,21000,20000,20000,20200,20210,20200,21200,20200,21200,21200,20200,21200,21200,20200,20210,20200,20000,20000,21002,20000,20000,20000,20000,21000,20000,20000,20002,20000,21000,20000,20001,20001,20001,20101,21002,20101,20001,20100,21000,20000,20000,20000,20100,20000,20100,20000,20000,20020,20000,20000,20002,21000,20000,21000,21002,20000,20100,20000,21000,22002,22000,20000,22200,22200,22002,22001,22001,22000,20102,20100,21102,20100,21100,20100,20100,20100,20100,21002,20000,20000,21000,20000,20000,21000,20200,20000,21000,20000,20000,20000,20000,20000,21000,20100,20000,20000,20000,20000,20000,21000,20002,21000,21000,21100,21000,21002,21000,21000,20002,21120,21000,21000,21000,21000,20000,21000,20000,20000,20000,20000,20000,20000,21002,20000,20000,21000,20001,20000,20002,20000,20000,20100,20000,20000,20002
glens,20112,20020,20002,20100,20000,20100,20110,20100,21100,20120,20102,21100,21010,21000,20000,21100,20110,20100,20000,20110,20100,20100,20110,20100,20100,20110,20110,21100,20110,20100,20010,20100,20100,20100,21100,20100,20100,20100,20100,20100,20201,20200,21100,20100,21100,20110,20100,20100,20100,20100,20100,20100,20100,21100,21100,21100,21100,21110,21100,21100,21100,21100,21100,21100,21100,21100,20100,20100,20102,20100,20100,20100,20110,20110,20110,20110,20112,20100,20100,20110,20101,20101,20101,21101,20102,21101,20101,21100,20100,20100,20100,20100,21100,20100,21100,20110,20100,21100,20100,20100,20102,20100,20100,20110,20102,20100,21100,20100,20110,20002,20100,20110,21100,21100,20012,20011,20001,20000,22022,22200,22202,22200,22000,22100,22100,22000,22000,20212,20010,20110,20010,20200,20100,20000,21100,20110,20000,20100,20100,20000,20000,20000,20000,21000,20010,20000,20000,20210,20200,20210,20222,20100,20100,21100,20100,20102,20100,20000,20022,21000,20100,20020,20020,20000,20100,20100,20110,20100,20100,20020,20000,20100,20002,20020,20100,20000,20011,20000,20002,20100,20100,21100,20100,20000,20002
goofs,20002,20000,22002,20000,20000,20000,20000,20020,20000,20000,20002,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,21000,20000,21000,20000,20001,20000,20000,20000,21000,20000,20000,21000,20010,20010,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,21000,21000,21000,20000,20000,21000,20000,20002,20010,20000,20000,20001,20001,21001,20001,20002,21001,20001,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20000,20000,20000,20002,20000,20000,20000,20000,20002,20001,20001,20010,20002,20000,20002,20010,20000,20200,20200,21200,21200,20002,21200,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20010,20000,20000,20000,20002,20000,20020,20002,20000,20000,20000,20000,21000,20210,20200,20200,20200,20200,20200,21200,20200,20002,21000,20000,20000,20001,20000,21002,20000,20000,20000,20200,22000,20002
gregs,20102,20000,20002,22100,21000,20100,20100,20100,20110,20100,20102,20100,20000,20000,20000,20100,20100,21100,20000,20100,21100,21100,21100,21100,21100,20100,20100,20100,20100,20100,20000,20100,20100,20100,20100,20100,20100,20110,20100,20100,20201,20200,20110,20110,20100,20100,20100,20100,20100,20100,21100,20100,20100,20110,20100,20100,20100,20100,20100,20110,20100,20100,20100,20100,20100,20100,20100,20100,20102,20100,21100,20100,20100,20100,20100,21100,20102,20100,21100,21100,21101,21101,20101,20101,20102,20101,20101,20100,20100,20100,20100,20100,20100,20100,20100,20100,21100,20100,21100,20110,20102,20100,20100,20100,20102,20110,20100,20100,20100,20002,20110,20100,20100,20100,20002,20001,20001,21000,20002,20200,20202,20200,20000,20100,20100,20000,21000,20202,20000,20100,20000,20200,20110,20000,20100,20100,21010,20100,21100,22000,22000,22010,22000,22000,22000,22000,22000,22200,22200,22200,22202,22100,22100,22100,22100,22102,22100,22000,22002,22000,22100,22000,22000,22000,22100,22100,22100,22100,22100,22000,22000,22100,22002,20000,20100,20000,20001,20000,21002,21100,21100,20100,20100,20000,20002
grims,20002,20000,20002,22200,21000,20000,20000,20000,20000,20200,20002,20100,20000,20000,20010,20010,20010,21010,20020,20000,21000,21000,21000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20001,20000,20100,20000,20000,20200,20000,20000,20000,20000,21100,20000,20000,20000,20000,20000,20100,20000,20100,20100,20000,20100,20100,20000,20000,20000,20010,20010,20112,20010,21010,20010,20000,20100,20000,21000,20002,20000,21100,21000,21001,21001,20001,20001,20102,20001,20001,20000,20100,20000,20000,20000,20000,20000,20000,20000,21000,20000,21000,20000,20002,20100,20000,20100,20102,20000,20000,20000,20100,20102,20100,20000,20100,20100,20102,20101,20101,21100,20002,20000,20102,20000,20220,20000,20000,20000,21000,20102,20010,20000,20100,20000,20020,20110,20010,20000,21100,20000,21000,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22100,22002,22200,22200,22200,22200,22202,22200,22200,22002,22200,22220,22200,22200,22200,22000,22100,22000,22000,22000,22000,22000,22000,22102,20000,20000,20120,20001,20000,21002,21010,21010,20000,20000,20020,20002
gusts,20022,20000,21002,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20010,20000,20000,20000,20000,20000,20010,20000,20000,20000,21000,20110,21000,20000,20000,20000,20000,20010,21000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21000,20000,20010,20002,20000,20000,20010,20010,20000,20010,20000,21002,21000,20000,20000,20110,20200,20200,20200,20202,20200,20220,20010,20010,20010,20020,21000,20000,20010,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,20000,20010,20000,21002,21000,20000,20000,20010,20002,20110,20100,20000,20002,20000,20002,21000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20010,21000,20000,20000,20000,20002,20000,20000,20000,20000,20002,20010,20010,20002,20000,20000,20000,20010,20010,20000,20000,20000,20000,20010,20000,20010,20020,21002,22000,22000,22000,22110,22000,20002,20000,20000,20000,20000,20000,21102
gwens,20112,20020,20002,20100,20000,20100,20110,20100,20100,20120,20102,20100,20010,20000,20000,20100,20110,20100,20000,20110,20100,20100,20110,20100,20100,20110,20110,20100,20110,20100,20010,20100,20100,20100,20100,20100,20100,20100,20100,21100,20201,21200,20100,20100,20100,20110,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20110,20100,20100,20100,20100,20100,20100,20100,21100,20100,20100,20102,20100,20100,20100,20110,20110,20110,20110,20112,20100,20100,20110,20101,20101,20101,20101,20102,20101,20101,20100,20100,20100,20100,20100,20100,20100,20100,20110,20100,20100,20100,21100,21102,21100,21100,21110,21102,20100,20100,20100,20110,20002,20100,20110,20100,20100,20012,20011,20001,20000,20022,20200,20202,20200,20000,20100,20100,20000,20000,20212,20010,20110,20010,20200,20100,20000,20100,20110,20000,21100,20100,20000,20000,20000,20000,20000,20010,20000,21000,20210,20200,20210,20222,20100,20100,20100,20100,20102,20100,20000,20022,20000,20100,20020,20020,20000,20100,20100,20110,20100,20100,20020,20000,20100,20002,20020,20100,20000,20011,20000,20002,20100,20100,20100,20100,20000,20002
gyans,20012,20220,20002,20000,20200,20100,20110,20100,20100,20120,20102,20100,20110,20100,20100,20100,20110,20100,20100,20110,20100,20100,20110,20100,20100,20110,20110,20100,20110,20100,20110,20100,20000,20000,20000,20000,20000,20100,20000,20000,20001,20000,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20100,20100,20000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20002,20000,20000,20000,20010,20010,20010,20010,20012,20000,20000,20010,20001,20101,20001,20001,20002,20001,20001,20100,20000,20000,20000,20000,20100,20100,20000,20010,20000,20000,20000,20100,20102,20000,20000,20010,20002,20100,20000,20000,20010,20002,20000,20010,20000,20000,20012,20011,21001,20100,20222,20000,20002,20000,20000,20000,20000,20000,20000,20012,20010,20010,20010,20000,20000,20000,20000,20010,20000,20000,20000,20200,20200,20200,20200,20200,20210,20200,20200,20010,20000,20010,20022,20000,20000,20000,20000,20002,20000,20000,20022,20000,20000,20020,20020,20000,20000,20000,20010,20000,20000,20020,20000,20000,20002,20220,20200,20000,20011,21000,22002,20000,20100,20100,20100,20100,20102
gents,22222,20100,20002,21000,20000,21000,21100,21000,21000,21100,21002,21000,20100,20000,20000,21000,21100,21000,20000,21100,21000,21000,21100,21000,21000,21110,21100,21000,21100,21010,20100,22000,22000,22000,22000,22010,22000,22000,22000,22000,22011,22000,22000,22000,22000,22100,22010,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22010,22002,22000,22000,22010,22210,22200,22210,22200,22202,22000,22000,22100,22011,22001,22001,22001,22002,22001,22021,22010,22010,22010,22020,22000,22000,22010,22000,22100,22000,22000,22000,22000,22002,22000,22000,22100,22002,22000,22000,22010,22100,20002,21000,21100,21000,21010,20202,20211,20001,20000,20102,21000,21002,21000,20000,21000,21000,20000,20000,21102,20100,21100,20100,21000,21000,20000,21000,21200,20000,21000,21000,20000,20000,20000,20000,20000,20100,20010,20000,21100,21000,21100,21102,21000,21000,21000,21000,21002,21010,20010,20102,20000,21000,20100,20110,20010,21000,21000,21100,21000,21010,20100,20010,21020,20002,20100,21000,20000,20211,20000,20002,22000,22000,22000,22000,20000,20002
ghana,20010,22222,20000,20000,20201,20100,20110,20100,20100,20120,20100,20100,20110,20100,20102,20100,20110,20100,20102,20110,20100,20100,20110,20100,20100,20110,20110,20100,20110,20100,20110,20100,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,21000,21000,20010,20000,20000,20000,20000,20000,20000,20000,20100,20100,20000,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20010,20010,20010,20010,20010,20000,20000,20010,20000,20100,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20100,20100,20000,20010,20000,20000,20000,20100,20100,20000,20000,20010,20000,20100,20000,20000,20010,20000,20000,20010,20000,20000,20010,20010,20000,20100,20220,20000,20000,20000,20000,20000,20000,20000,20000,20010,20010,20010,20010,20000,20000,20000,20000,20010,20000,20000,20000,20201,20201,20201,20201,20201,20211,20201,20200,20010,20000,20010,20020,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20020,20020,20000,20000,20000,20010,20000,20000,20020,20000,20000,20000,20220,20200,20000,20010,20000,20000,20000,20100,20100,21002,20002,20100
gouds,20002,20000,22222,20000,20010,20000,20010,20000,20000,20000,20002,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,20020,20000,21000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20010,20000,20000,21010,20010,21010,20110,20001,20100,20000,20000,21000,20000,20000,21100,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20010,20000,20000,20000,20100,20100,20100,20100,20000,20000,20002,21000,21000,21000,20000,20000,21000,20000,20102,20100,20000,20000,20001,20001,21001,20001,20002,21001,20001,20000,20000,21000,21000,20200,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20010,20000,20002,20000,20000,20000,20000,20102,20100,20000,20020,20000,20022,20001,20001,20000,20002,20010,20002,20100,20000,21000,21010,21000,21000,20002,21000,22010,22010,22020,22000,22000,22000,22000,22000,22200,22000,20010,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20002,20000,20000,20000,20000,20002,20000,20000,20002,20000,20000,20010,20000,21000,21000,21000,21000,21000,21000,21010,21000,21000,20202,21100,20100,20100,20101,20100,21002,20000,20000,20000,21000,22000,20202
griek,20010,20000,20000,22222,21000,20010,20020,20010,20020,20210,20020,20120,20000,20000,20000,20020,20020,21020,20000,20020,21020,21010,21020,21010,21010,20020,20020,20020,20020,20020,20000,20012,20010,20020,20020,20110,20010,20010,20010,20010,20010,20010,20110,20010,20010,20220,20011,20010,20021,20011,21111,20011,20011,20010,20010,20020,20120,20020,20110,20110,20012,20112,20110,20012,20010,20010,20012,20020,20110,20012,21010,20010,20020,20110,20010,21010,20010,20010,21120,21020,21010,21010,20010,20020,20110,20010,20010,20010,20112,20010,20010,20010,20010,20010,20020,20020,21020,20010,21010,20010,20010,20120,20010,20110,20110,20010,20020,20020,20110,20100,20110,20020,20110,20120,20100,20100,20100,21100,20000,20020,20110,20010,20200,20010,20020,20000,21000,20110,20000,20020,20100,20010,20010,20100,20020,20010,21100,20010,21020,22000,22000,22000,22100,22000,22000,22000,22000,22020,22020,22110,22010,22220,22222,22220,22220,22220,22220,22200,22000,22200,22210,22200,22200,22200,22020,22120,22020,22020,22020,22000,22000,22010,22100,20000,20010,20100,20000,20000,21000,21010,21010,20010,20010,20000,20000
gaard,20000,21200,20001,20010,22222,22000,22001,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22010,22100,22000,22010,22011,22010,22010,22010,22000,22000,22000,22000,22000,22000,21000,20000,20002,20000,20000,20002,21001,20001,20001,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20010,20000,20000,21000,21000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20010,20000,20000,20000,20000,20020,20000,20000,20010,20010,20010,21010,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,21000,21000,20000,20000,20010,20000,20020,21000,21000,20000,20002,20000,20000,21000,20000,20000,20000,20000,20000,20000,20001,20000,20001,20000,20000,21010,20200,20002,20000,20000,20000,20000,20002,20000,20010,20000,20000,20001,20001,20001,20000,20000,20000,20000,20010,20000,20010,21212,21210,21210,21210,21210,21210,21210,20210,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20010,20012,20010,20010,20010,20010,20010,20010,20010,20012,20010,20010,20010,20200,20200,20000,20000,20000,20010,20010,21010,21000,21000,21000,22000
gabbe,20001,21000,20000,20001,22000,22222,22001,22002,22001,22002,22001,22001,22000,22000,22020,22001,22001,22001,22000,22001,22001,22002,22001,22002,22002,22001,22001,22001,22001,22001,22000,21201,20222,20201,20201,20201,20201,21001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20002,21001,21001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21001,20001,20001,20001,20001,20001,20001,20002,20001,20002,20001,20001,20001,20001,20001,21001,20001,20001,20001,20001,20002,21001,20001,20101,20001,20002,21001,21001,20001,20001,20001,20001,20001,21001,21001,20001,20001,20001,20001,21001,20001,20001,20001,20200,20002,20001,20002,20001,20000,20000,20000,21000,21000,20001,20001,20001,20000,20022,20001,20000,20000,20001,20000,20001,20000,20002,20002,20000,20001,20002,20000,20002,20001,21000,21000,21000,21000,21000,21000,21000,21000,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20000,20000,20000,20002,20000,20000,20000,20001,20001,20001,20001,20001,20000,20000,20002,20000,21000,21002,20000,20000,20000,20000,20001,21001,21201,21001,21000,22000
gaden,20011,21001,20100,20020,22100,22010,22222,22010,22020,22011,22020,22020,22002,22000,22000,22020,22022,22020,22000,22022,22020,22110,22022,22010,22010,22022,22022,22020,22022,22020,22002,21010,20010,20120,20020,20010,20110,21210,20210,20210,20010,20010,20010,20010,20010,20022,20010,20010,20020,20010,20010,20010,20010,21010,21010,20020,20020,20022,20110,20010,20010,20010,20010,20010,20010,20010,21010,20020,20010,20010,20010,20010,20021,20011,20011,20011,20011,20010,20020,20022,20010,21010,20010,20020,20010,20010,20010,21010,20010,20010,20010,20010,21010,21010,20020,20022,20020,20010,20010,21010,21010,20020,20110,20012,20010,21010,20020,20020,20012,20000,20010,20022,20110,20020,20101,20001,20000,21000,21001,20120,20010,20010,20000,20010,20120,20000,20000,20011,20001,20222,20202,20110,20010,20000,20020,20011,20000,20010,20020,21100,21000,21000,21000,21000,21002,21000,21000,20022,20020,20012,20011,20020,20020,20020,20020,20020,20020,20000,20001,20000,20010,20101,20001,20000,20020,20020,20022,20020,20020,20101,20000,20010,20000,21001,21010,20000,20001,20000,20000,20010,21010,21010,21010,21000,22000
gaffe,20001,21000,20000,20001,22000,22002,22001,22222,22001,22002,22001,22001,22000,22000,22000,22001,22001,22001,22000,22001,22001,22002,22001,22002,22002,22001,22001,22001,22001,22001,22000,21001,20002,20001,20001,20001,20001,21001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20101,20101,20001,20001,20002,21001,21001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,21001,20001,20001,20001,20001,20001,20001,20002,20001,20002,20001,20101,20001,20001,20001,21001,20001,20001,20001,20001,20002,21001,20001,20001,20001,20002,21001,21001,20001,20001,20001,20001,20001,21001,21001,20001,20001,20001,20001,21001,20001,20001,20001,20000,20002,20001,20002,20001,20000,20000,20000,21100,21000,20001,20001,20101,20000,20002,20001,20000,20000,20001,20000,20001,20000,20002,20002,20000,20001,20002,20000,20002,20001,21000,21100,21000,21000,21000,21000,21000,21000,20001,20001,20001,20001,20101,20001,20001,20001,20001,20001,20020,20000,20000,20002,20000,20000,20000,20101,20001,20001,20001,20001,20000,20000,20002,20000,21000,21002,20000,20000,20000,20000,20001,21001,21001,21001,21000,22000
gagel,20010,21000,20000,20020,22000,22010,22020,22010,22222,22010,22020,22021,22001,22001,22000,22022,22020,22020,22000,22020,22020,22010,22020,22010,22010,22020,22020,22022,22020,22020,22000,21010,20010,20020,20022,20010,20010,21110,20010,20010,20010,20010,20212,20110,20012,20020,20010,20010,20020,20010,20010,20010,20010,21111,21012,20021,20021,20021,20011,20111,20011,20011,20011,20011,20012,20011,21010,20020,20010,20010,20010,20010,20020,20010,20010,20010,20010,20010,20020,20020,20010,21010,20010,20022,20010,20012,20010,21012,20010,20010,20010,20010,21012,21010,20022,20020,20020,20011,20010,21110,21010,20020,20010,20010,20010,21110,20022,20020,20010,20000,20210,20020,20011,20021,20000,20000,20000,21000,21001,20021,20011,20011,20001,20011,20021,20001,20001,20010,20000,20020,20000,20010,20210,20000,20021,20010,20100,20010,20020,21000,21000,21100,21000,21002,21000,21000,21000,20020,20020,20010,20010,20020,20020,20022,20020,20020,20020,20000,20000,20002,20010,20000,20000,20000,20020,20020,20020,20020,20020,20000,20000,20010,20000,21000,21010,20000,20000,20000,20000,20010,21010,21012,21010,21000,22000
gaine,20011,21020,20000,20201,22000,22002,22011,22002,22001,22222,22001,22101,22010,22000,22000,22001,22011,22001,22000,22011,22001,22002,22011,22002,22002,22011,22011,22001,22011,22001,22010,21001,20002,20001,20001,20101,20001,21001,20002,20001,20001,20001,20101,20001,20001,20211,20001,20001,20001,20001,20101,20001,20002,21001,21001,20002,20101,20011,20101,20101,20001,20101,20101,20001,20001,20001,21001,20001,20101,20001,20001,20001,20011,20112,20011,20012,20011,20001,20101,20011,20001,21001,20001,20001,20101,20001,20002,21001,20101,20001,20001,20002,21001,21001,20001,20011,20001,20001,20001,21001,21001,20101,20001,20111,20101,21001,20001,20001,20111,20100,20102,20011,20102,20101,20110,20110,20100,21100,21020,20001,20101,20001,20200,20002,20001,20000,20000,20111,20010,20011,20110,20002,20002,20100,20001,20012,20100,20002,20001,21000,21000,21000,21100,21000,21010,21000,21000,20011,20001,20111,20021,20201,20201,20201,20201,20201,20201,20200,20020,20200,20202,20220,20220,20200,20001,20101,20011,20001,20001,20020,20000,20002,20100,21020,21002,20100,20010,20000,20000,20001,21001,21001,21001,21000,22000
