Guess,zeeuw,zweed,zwols,zacht,zadel,zaden,zagen,zager,zaken,zalig,zambo,zanik,zavel,zeboe,zebra,zeden,zedig,zeelt,zegel,zegen,zegge,zegje,zeken,zeker,zelfs,zelve,zemel,zemen,zemig,zenen,zenig,zenit,zenuw,zepen,zepig,zesde,zetel,zeven,zever,zicht,zieke,ziens,ziezo,z1den,z1gen,z1l1n,z1nen,z1ner,z1net,z1pad,z1pen,z1tak,z1tas,z1tje,z1weg,z1zak,zitje,zloty,zoals,zocht,zodat,zoden,zodra,zogen,zolen,zomen,zomer,zomin,zonde,zones,zonet,zonz1,zopas,zopen,zoute,zover,zowat,zowel,zucht,zulke,zulks,zulle,zulte,zuren,zurig,zwaai,zwaan,zwaar,zwade,zwalp,zwamp,zwans,zware,zwart,zweeg,zweem,zweep,zweer,zweet,zwelg,zwenk,zwerk,zwerm,zwiep,zwier,zwilk,zwing,zwoel,zwoor,z1vak,zeper
zaids,20000,20010,20002,22000,22010,22010,22000,22000,22000,22100,22000,22100,22000,20000,21000,20010,20110,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20100,20000,20100,20100,20000,20000,20100,20021,20000,20000,20000,20100,20100,20102,20100,20010,20000,20000,20000,20000,20000,21010,20000,21000,21002,20000,20000,21000,20100,20000,21002,20000,21010,20010,21010,20000,20000,20000,20000,20100,20020,20002,20000,20000,21002,20000,20000,20000,21000,20000,20000,20000,20002,20000,20000,20000,20100,21100,21000,21000,21020,21000,21000,21002,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20200,20000,20000,21000,20000
zayds,20000,20010,20002,22000,22010,22010,22000,22000,22000,22000,22000,22000,22000,20000,21000,20010,20010,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20021,20000,20000,20000,20000,20000,20002,20000,20010,20000,20000,20000,20000,20000,21010,20000,21000,21002,20000,20000,21000,20000,20100,21002,20000,21010,20010,21010,20000,20000,20000,20000,20000,20020,20002,20000,20000,21002,20000,20000,20000,21000,20000,20000,20000,20002,20000,20000,20000,20000,21000,21000,21000,21020,21000,21000,21002,21000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000
zhens,20200,20200,20002,21000,20100,20110,20110,20100,20110,20000,20000,20010,20100,20100,20100,20110,20100,20200,20100,20110,20100,20100,20110,20100,20102,20100,20100,20110,20100,20110,20110,20110,20110,20110,20100,20101,20100,20110,20100,21000,20200,20222,20200,20110,20110,20010,20110,20110,20110,20000,20110,20000,20002,20100,20100,20000,20100,20000,20002,21000,20000,20110,20000,20110,20110,20110,20100,20010,20110,20112,20110,20010,20002,20110,20100,20100,20000,20100,21000,20100,20002,20100,20100,20110,20000,20000,20010,20000,20100,20000,20000,20022,20100,20000,20200,20200,20200,20200,20200,20200,20220,20200,20200,20100,20100,20000,20020,20100,20000,20000,20100
ziads,20000,20010,20002,20100,20110,20110,20100,20100,20100,21100,20100,21100,20100,20000,20100,20010,21010,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,21000,20000,21000,21000,20000,20000,21000,20021,20000,20000,20000,22000,22000,22002,22000,20010,20000,20000,20000,20000,20000,20110,20000,20100,20102,20000,20000,20100,22000,20000,20202,20000,20110,20010,20110,20000,20000,20000,20000,21000,20020,20002,20000,20000,20102,20000,20000,20000,20100,20000,20000,20000,20002,20000,20000,20000,21000,21200,20200,20200,20220,20200,20200,20202,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21000,20000,20000,20100,20000
zions,20000,20000,20202,20000,20000,20010,20010,20000,20010,21000,20100,21010,20000,20100,20000,20010,21000,20000,20000,20010,20000,20000,20010,20000,20002,20000,20000,20010,21000,20010,21010,21010,20010,20010,21000,20001,20000,20010,20000,22000,22000,22022,22100,20010,20010,20010,20010,20010,20010,20000,20010,20000,20002,20000,20000,20000,22000,20200,20102,20100,20100,20110,20100,20110,20110,20110,20100,21110,20110,20112,20110,20110,20102,20110,20100,20100,20100,20100,20000,20000,20002,20000,20000,20010,21000,21000,20010,20000,20000,20000,20000,20022,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,21000,21000,21000,21020,20200,20200,20000,20000
zjefs,20200,20200,20002,20000,20100,20100,20100,20100,20100,20000,20000,20000,20100,20100,20100,20100,20100,20200,20100,20100,20100,21100,20100,20100,20122,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20101,20100,20100,20100,20000,20200,20202,20200,20100,20100,20000,20100,20100,20100,20000,20100,20000,20002,21100,20100,20000,21100,20000,20002,20000,20000,20100,20000,20100,20100,20100,20100,20000,20100,20102,20100,20000,20002,20100,20100,20100,20000,20100,20000,20100,20002,20100,20100,20100,20000,20000,20000,20000,20100,20000,20000,20002,20100,20000,20200,20200,20200,20200,20200,20200,20200,20200,20200,20100,20100,20000,20000,20100,20000,20000,20100
zoeys,20200,20200,21002,20000,20100,20100,20100,20100,20100,20000,21000,20000,20100,21100,20100,20100,20100,20200,20100,20100,20100,20100,20100,20100,20102,20100,20100,20100,20100,20100,20100,20100,20100,20100,20100,20101,20100,20100,20100,20000,20200,20202,21200,20100,20100,20000,20100,20100,20100,20000,20100,20000,20002,20100,20100,20000,20100,21010,22002,22000,22000,22100,22000,22100,22100,22100,22100,22000,22100,22102,22100,22000,22002,22100,22100,22100,22000,22100,20000,20100,20002,20100,20100,20100,20000,20000,20000,20000,20100,20000,20000,20002,20100,20000,20200,20200,20200,20200,20200,20200,20200,20200,20200,20100,20100,20000,20000,21100,21000,20000,20100
zeeuw,22222,21201,20001,20000,21000,21000,21000,21000,21000,20000,20000,20000,21000,22100,22000,22100,22000,22200,22100,22100,22100,22100,22100,22100,22000,22100,22100,22100,22000,22100,22000,22000,22022,22100,22000,22100,22100,22100,22100,20000,21200,20200,20200,21000,21000,20000,21000,21000,21000,20000,21000,20000,20000,21000,21001,20000,21000,20000,20000,20000,20000,21000,20000,21000,21000,21000,21000,20000,21000,21000,21000,20000,20000,21000,21010,21000,20001,21001,20010,21010,20010,21010,21010,21010,20010,20001,20001,20001,21001,20001,20001,20001,21001,20001,21201,21201,21201,21201,21201,20201,20201,20201,20201,21001,21001,20001,20001,21001,20001,20000,22100
zweed,21210,22222,22000,20000,20021,20021,20020,20020,20020,20000,20000,20000,20020,20110,20100,20121,20101,20210,20120,20120,20110,20110,20120,20120,20100,20110,20120,20120,20100,20120,20100,20100,21100,20120,20100,20111,20120,20120,20120,20000,20210,20200,20200,20021,20020,20000,20020,20020,20020,20002,20020,20000,20000,20100,21020,20000,20100,20000,20000,20000,20001,20021,20001,20020,20020,20020,20020,20000,20101,20020,20020,20000,20000,20020,20100,20020,21000,21020,20000,20100,20000,20100,20100,20020,20000,22000,22000,22000,22101,22000,22000,22000,22100,22000,22220,22220,22220,22220,22220,22200,22200,22200,22200,22020,22020,22000,22000,22020,22000,20000,20120
zwols,21000,22000,22222,20000,20010,20000,20000,20000,20000,20010,20100,20000,20010,20100,20000,20000,20000,20020,20010,20000,20000,20000,20000,20000,20012,20010,20010,20000,20000,20000,20000,20000,21000,20000,20000,20001,20010,20000,20000,20000,20000,20002,20100,20000,20000,20010,20000,20000,20000,20000,20000,20000,20002,20000,21000,20000,20000,20210,20122,20100,20100,20100,20100,20100,20110,20100,20100,20100,20100,20102,20100,20100,20102,20100,20100,20100,21100,21110,20000,20010,20012,20020,20010,20000,20000,22000,22000,22000,22000,22020,22000,22002,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22000,22020,22000,22210,22200,20000,20000
zacht,20000,20000,20000,22222,22000,22000,22000,22000,22000,22000,22000,22000,22000,20000,21000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20001,20000,20000,20222,20000,20000,20000,20000,20000,20000,20000,20000,20002,21000,20000,21001,21001,20001,20000,21000,20001,20001,21000,20222,21002,20000,21000,20000,20000,20000,20000,20000,20000,20000,20002,20000,21000,20000,20001,20000,21002,20000,20222,20000,20000,20000,20001,20000,20000,21000,21000,21000,21000,21000,21000,21000,21000,21002,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000
zadel,20010,20120,20001,22000,22222,22220,22020,22020,22020,22001,22000,22000,22022,20010,21010,20220,20210,20011,20022,20020,20010,20010,20020,20020,20011,20011,20022,20020,20010,20020,20010,20010,20010,20020,20010,20110,20022,20020,20020,20000,20010,20010,20010,20220,20020,20001,20020,20020,20020,21100,20020,21000,21000,20010,20020,21000,20010,20001,21001,20000,21200,20220,21200,20020,20021,20020,20020,20000,20110,20020,20020,20000,21000,20020,20010,20020,21000,20022,20000,20011,20001,20011,20011,20020,20000,21000,21000,21000,21110,21001,21000,21000,21010,21000,20020,20020,20020,20020,20020,20011,20010,20010,20010,20020,20020,20001,20000,20022,20000,21000,20020
zaden,20010,20120,20000,22000,22220,22222,22022,22020,22022,22000,22000,22001,22020,20010,21010,20222,20210,20010,20020,20022,20010,20010,20022,20020,20010,20010,20020,20022,20010,20022,20011,20011,20011,20022,20010,20110,20020,20022,20020,20000,20010,20011,20010,20222,20022,20002,20022,20021,20021,21100,20022,21000,21000,20010,20020,21000,20010,20000,21000,20000,21200,20222,21200,20022,20022,20022,20020,20002,20111,20021,20021,20001,21000,20022,20010,20020,21000,20020,20000,20010,20000,20010,20010,20022,20000,21000,21002,21000,21110,21000,21000,21001,21010,21000,20020,20020,20020,20020,20020,20010,20011,20010,20010,20020,20020,20000,20001,20020,20000,21000,20020
zagen,20010,20020,20000,22000,22020,22022,22222,22220,22022,22100,22000,22001,22020,20010,21010,20022,20110,20010,20220,20222,20210,20210,20022,20020,20010,20010,20020,20022,20110,20022,20111,20011,20011,20022,20110,20010,20020,20022,20020,20000,20010,20011,20010,20022,20222,20002,20022,20021,20021,21000,20022,21000,21000,20010,20120,21000,20010,20000,21000,20000,21000,20022,21000,20222,20022,20022,20020,20002,20011,20021,20021,20001,21000,20022,20010,20020,21000,20020,20000,20010,20000,20010,20010,20022,20100,21000,21002,21000,21010,21000,21000,21001,21010,21000,20120,20020,20020,20020,20020,20110,20011,20010,20010,20020,20020,20000,20101,20020,20000,21000,20020
zager,20010,20020,20000,22000,22020,22020,22220,22222,22020,22100,22000,22000,22020,20010,21011,20020,20110,20010,20220,20220,20210,20210,20020,20022,20010,20010,20020,20020,20110,20020,20110,20010,20010,20020,20110,20010,20020,20020,20022,20000,20010,20010,20010,20020,20220,20000,20020,20022,20020,21000,20020,21000,21000,20010,20120,21000,20010,20000,21000,20000,21000,20020,21001,20220,20020,20020,20022,20000,20010,20020,20020,20000,21000,20020,20010,20022,21000,20020,20000,20010,20000,20010,20010,20021,20101,21000,21000,21002,21010,21000,21000,21000,21011,21001,20120,20020,20020,20022,20020,20110,20010,20011,20011,20020,20022,20000,20100,20020,20002,21000,20022
zaken,20010,20020,20000,22000,22020,22022,22022,22020,22222,22000,22000,22101,22020,20010,21010,20022,20010,20010,20020,20022,20010,20010,20222,20220,20010,20010,20020,20022,20010,20022,20011,20011,20011,20022,20010,20010,20020,20022,20020,20000,20110,20011,20010,20022,20022,20002,20022,20021,20021,21000,20022,21100,21000,20010,20020,21100,20010,20000,21000,20000,21000,20022,21000,20022,20022,20022,20020,20002,20011,20021,20021,20001,21000,20022,20010,20020,21000,20020,20000,20110,20100,20010,20010,20022,20000,21000,21002,21000,21010,21000,21000,21001,21010,21000,20020,20020,20020,20020,20020,20010,20111,20110,20010,20020,20020,20100,20001,20020,20000,21100,20020
zalig,20000,20000,20100,22000,22100,22000,22001,22001,22000,22222,22000,22020,22100,20000,21000,20000,20022,20100,20101,20001,20001,20001,20000,20000,20200,20200,20100,20000,20022,20000,20022,20020,20000,20000,20022,20000,20100,20000,20000,20010,20010,20010,20010,20000,20001,20200,20000,20000,20000,21000,20000,21000,21000,20000,20002,21000,20010,20100,21100,20000,21000,20000,21000,20001,20200,20000,20000,20020,20000,20000,20000,20000,21000,20000,20000,20000,21000,20100,20000,20200,20200,20200,20200,20000,20022,21010,21000,21000,21000,21100,21000,21000,21000,21000,20002,20000,20000,20000,20000,20102,20000,20000,20000,20010,20010,20110,20012,20100,20000,21000,20000
zambo,20000,20000,20001,22000,22000,22000,22000,22000,22000,22000,22222,22000,22000,20011,21010,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,21000,20000,21000,21000,20000,20000,21000,20000,20001,21001,20001,21001,20001,21001,20001,20001,20201,20201,20201,20001,20001,20001,20001,21001,20001,20001,20001,21001,20001,20000,20000,20000,20000,20000,20000,20000,21000,21000,21000,21000,21000,21100,21000,21000,21000,20000,20100,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20001,20001,21000,20000
zanik,20000,20000,20000,22000,22000,22100,22100,22000,22101,22020,22000,22222,22000,20000,21000,20100,20020,20000,20000,20100,20000,20000,20101,20001,20000,20000,20000,20100,20020,20200,20220,20220,20200,20100,20020,20000,20000,20100,20000,20010,20011,20110,20010,20100,20100,20100,20200,20200,20200,21000,20100,21002,21000,20000,20000,21002,20010,20000,21000,20000,21000,20100,21000,20100,20100,20100,20000,20120,20200,20200,20200,20200,21000,20100,20000,20000,21000,20000,20000,20001,20001,20000,20000,20100,20020,21010,21100,21000,21000,21000,21000,21100,21000,21000,20000,20000,20000,20000,20000,20000,20102,20002,20000,20010,20010,20012,20110,20000,20000,21002,20000
zavel,20010,20020,20001,22000,22022,22020,22020,22020,22020,22001,22000,22000,22222,20010,21010,20020,20010,20011,20022,20020,20010,20010,20020,20020,20011,20111,20022,20020,20010,20020,20010,20010,20010,20020,20010,20010,20022,20220,20220,20000,20010,20010,20010,20020,20020,20001,20020,20020,20020,21000,20020,21000,21000,20010,20020,21000,20010,20001,21001,20000,21000,20020,21000,20020,20021,20020,20020,20000,20010,20020,20020,20000,21000,20020,20010,20220,21000,20022,20000,20011,20001,20011,20011,20020,20000,21000,21000,21000,21010,21001,21000,21000,21010,21000,20020,20020,20020,20020,20020,20011,20010,20010,20010,20020,20020,20001,20000,20022,20000,21200,20020
zeboe,22001,21001,20010,20000,21000,21000,21000,21000,21000,20000,20110,20000,21000,22222,22200,22001,22000,22001,22001,22001,22002,22002,22001,22001,22000,22002,22001,22001,22000,22001,22000,22000,22000,22001,22000,22002,22001,22001,22001,20000,21002,21000,21010,21000,21000,20000,21000,21000,21000,20000,21000,20000,20000,20002,21000,20000,20002,20010,20010,20010,20010,21010,20010,21010,21010,21010,21010,20010,20012,21010,21010,20010,20010,21010,20012,21010,20010,21010,20000,20002,20000,20002,20002,21000,20000,20000,20000,20000,20002,20000,20000,20000,20002,20000,21001,21001,21001,21001,21001,21000,21000,21000,21000,21000,21000,20000,20000,21010,20020,20000,22001
zebra,22000,21000,20000,20001,21001,21001,21001,21011,21001,20001,20101,20001,21001,22200,22222,22000,22000,22000,22000,22000,22000,22000,22000,22010,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22010,20000,21000,21000,21000,21000,21000,20000,21000,21010,21000,20001,21000,20001,20001,21000,21000,20001,21000,20000,20001,20000,20001,21000,20022,21000,21000,21000,21010,20000,21000,21000,21000,20000,20001,21000,21000,21010,20001,21000,20000,21000,20000,21000,21000,21010,20010,20001,20001,20011,21001,20001,20001,20001,21021,20021,21000,21000,21000,21010,21000,21000,21000,21020,21020,21000,21010,20000,20000,21000,20010,20001,22010
zeden,22010,21120,20000,20000,20220,20222,20022,20020,20022,20000,20000,20001,20020,22010,22000,22222,22200,22010,22020,22022,22010,22010,22022,22020,22000,22010,22020,22022,22000,22022,22001,22001,22001,22022,22000,22110,22020,22022,22020,20000,21010,21001,21000,20222,20022,20002,20022,20021,20021,20100,20022,20000,20000,21000,20020,20000,21000,20000,20000,20000,20200,20222,20200,20022,20022,20022,20020,20002,21101,20021,20021,20001,20000,20022,21000,20020,20000,20020,20000,21000,20000,21000,21000,20022,20000,20000,20002,20000,21100,20000,20000,20001,21000,20000,21020,21020,21020,21020,21020,21000,21001,21000,21000,20020,20020,20000,20001,20020,20000,20000,22020
zedig,22000,21100,20000,20000,21200,21200,21001,21001,21000,20022,20000,20020,21000,22000,22000,22200,22222,22000,22001,22001,22001,22001,22000,22000,22000,22000,22000,22000,22022,22000,22022,22020,22000,22000,22022,22100,22000,22000,22000,20010,21010,21010,21010,21200,21001,20000,21000,21000,21000,20100,21000,20000,20000,21000,21002,20000,21010,20000,20000,20000,20200,21200,20200,21001,21000,21000,21000,20020,21100,21000,21000,20000,20000,21000,21000,21000,20000,21000,20000,21000,20000,21000,21000,21000,20022,20010,20000,20000,21100,20000,20000,20000,21000,20000,21002,21000,21000,21000,21000,21002,21000,21000,21000,21010,21010,20010,20012,21000,20000,20000,22000
zeelt,22200,21200,20020,20002,21010,21000,21000,21000,21000,20010,20000,20000,21010,22100,22000,22100,22000,22222,22110,22100,22100,22100,22100,22100,22010,22110,22110,22100,22000,22100,22000,22002,22000,22100,22000,22100,22111,22100,22100,20002,21200,20200,20200,21000,21000,20010,21000,21000,21002,20000,21000,20001,20001,21001,21000,20000,21001,20011,20020,20002,20002,21000,20000,21000,21010,21000,21000,20000,21000,21000,21002,20000,20000,21000,21001,21000,20002,21010,20002,21010,20010,21020,21011,21000,20000,20000,20000,20000,21000,20020,20000,20000,21000,20002,21200,21200,21200,21200,21202,20220,20200,20200,20200,21000,21000,20020,20000,21010,20000,20000,22100
zegel,22010,21020,20001,20000,20022,20020,20220,20220,20020,20101,20000,20000,20022,22010,22000,22020,22100,22011,22222,22220,22210,22210,22020,22020,22001,22011,22022,22020,22100,22020,22100,22000,22000,22020,22100,22010,22022,22020,22020,20000,21010,21000,21000,20020,20220,20001,20020,20020,20020,20000,20020,20000,20000,21000,20120,20000,21000,20001,20001,20000,20000,20020,20000,20220,20021,20020,20020,20000,21000,20020,20020,20000,20000,20020,21000,20020,20000,20022,20000,21001,20001,21001,21001,20020,20100,20000,20000,20000,21000,20001,20000,20000,21000,20000,21120,21020,21020,21020,21020,21101,21000,21000,21000,20020,20020,20001,20100,20022,20000,20000,22020
zegen,22010,21020,20000,20000,20020,20022,20222,20220,20022,20100,20000,20001,20020,22010,22000,22022,22100,22010,22220,22222,22210,22210,22022,22020,22000,22010,22020,22022,22100,22022,22101,22001,22001,22022,22100,22010,22020,22022,22020,20000,21010,21001,21000,20022,20222,20002,20022,20021,20021,20000,20022,20000,20000,21000,20120,20000,21000,20000,20000,20000,20000,20022,20000,20222,20022,20022,20020,20002,21001,20021,20021,20001,20000,20022,21000,20020,20000,20020,20000,21000,20000,21000,21000,20022,20100,20000,20002,20000,21000,20000,20000,20001,21000,20000,21120,21020,21020,21020,21020,21100,21001,21000,21000,20020,20020,20000,20101,20020,20000,20000,22020
zegge,22001,21001,20000,20000,21000,21000,21200,21200,21000,20100,20000,20000,21000,22002,22000,22001,22100,22001,22201,22201,22222,22202,22001,22001,22000,22002,22001,22001,22100,22001,22100,22000,22000,22001,22100,22002,22001,22001,22001,20000,21002,21000,21000,21000,21200,20000,21000,21000,21000,20000,21000,20000,20000,20002,21100,20000,20002,20000,20000,20000,20000,21000,20000,21200,21000,21000,21000,20000,20002,21000,21000,20000,20000,21000,20002,21000,20000,21000,20000,20002,20000,20002,20002,21000,20100,20000,20000,20000,20002,20000,20000,20000,20002,20000,21101,21001,21001,21001,21001,21100,21000,21000,21000,21000,21000,20000,20100,21000,20000,20000,22001
zegje,22001,21001,20000,20000,21000,21000,21200,21200,21000,20100,20000,20000,21000,22002,22000,22001,22100,22001,22201,22201,22202,22222,22001,22001,22000,22002,22001,22001,22100,22001,22100,22000,22000,22001,22100,22002,22001,22001,22001,20000,21002,21000,21000,21000,21200,20000,21000,21000,21000,20000,21000,20000,20000,20022,21100,20000,20022,20000,20000,20000,20000,21000,20000,21200,21000,21000,21000,20000,20002,21000,21000,20000,20000,21000,20002,21000,20000,21000,20000,20002,20000,20002,20002,21000,20100,20000,20000,20000,20002,20000,20000,20000,20002,20000,21101,21001,21001,21001,21001,21100,21000,21000,21000,21000,21000,20000,20100,21000,20000,20000,22001
zeken,22010,21020,20000,20000,20020,20022,20022,20020,20222,20000,20000,20101,20020,22010,22000,22022,22000,22010,22020,22022,22010,22010,22222,22220,22000,22010,22020,22022,22000,22022,22001,22001,22001,22022,22000,22010,22020,22022,22020,20000,21110,21001,21000,20022,20022,20002,20022,20021,20021,20000,20022,20100,20000,21000,20020,20100,21000,20000,20000,20000,20000,20022,20000,20022,20022,20022,20020,20002,21001,20021,20021,20001,20000,20022,21000,20020,20000,20020,20000,21100,20100,21000,21000,20022,20000,20000,20002,20000,21000,20000,20000,20001,21000,20000,21020,21020,21020,21020,21020,21000,21101,21100,21000,20020,20020,20100,20001,20020,20000,20100,22020
zeker,22010,21020,20000,20000,20020,20020,20020,20022,20220,20000,20000,20100,20020,22010,22001,22020,22000,22010,22020,22020,22010,22010,22220,22222,22000,22010,22020,22020,22000,22020,22000,22000,22000,22020,22000,22010,22020,22020,22022,20000,21110,21000,21000,20020,20020,20000,20020,20022,20020,20000,20020,20100,20000,21000,20020,20100,21000,20000,20000,20000,20000,20020,20001,20020,20020,20020,20022,20000,21000,20020,20020,20000,20000,20020,21000,20022,20000,20020,20000,21100,20100,21000,21000,20021,20001,20000,20000,20002,21000,20000,20000,20000,21001,20001,21020,21020,21020,21022,21020,21000,21100,21101,21001,20020,20022,20100,20000,20020,20002,20100,22022
zelfs,22000,21000,20102,20000,21100,21000,21000,21000,21000,20200,20000,20000,21100,22000,22000,22000,22000,22100,22100,22000,22000,22000,22000,22000,22222,22200,22100,22000,22000,22000,22000,22000,22000,22000,22000,22001,22100,22000,22000,20000,21000,21002,21000,21000,21000,20200,21000,21000,21000,20000,21000,20000,20002,21000,21000,20000,21000,20100,20102,20000,20000,21000,20000,21000,21200,21000,21000,20000,21000,21002,21000,20000,20002,21000,21000,21000,20000,21100,20000,21200,20202,21200,21200,21000,20000,20000,20000,20000,21000,20100,20000,20002,21000,20000,21000,21000,21000,21000,21000,21100,21000,21000,21000,21000,21000,20100,20000,21100,20000,20000,22000
zelve,22001,21001,20100,20000,21100,21000,21000,21000,21000,20200,20000,20000,21110,22002,22000,22001,22000,22101,22101,22001,22002,22002,22001,22001,22200,22222,22101,22001,22000,22001,22000,22000,22000,22001,22000,22002,22101,22011,22011,20000,21002,21000,21000,21000,21000,20200,21000,21000,21000,20000,21000,20000,20000,20002,21000,20000,20002,20100,20100,20000,20000,21000,20000,21000,21200,21000,21000,20000,20002,21000,21000,20000,20000,21000,20002,21010,20000,21100,20000,20202,20200,20202,20202,21000,20000,20000,20000,20000,20002,20100,20000,20000,20002,20000,21001,21001,21001,21001,21001,21100,21000,21000,21000,21000,21000,20100,20000,21100,20000,20010,22001
zemel,22010,21020,20001,20000,20022,20020,20020,20020,20020,20001,20200,20000,20022,22010,22000,22020,22000,22011,22022,22020,22010,22010,22020,22020,22001,22011,22222,22220,22200,22020,22000,22000,22000,22020,22000,22010,22022,22020,22020,20000,21010,21000,21000,20020,20020,20001,20020,20020,20020,20000,20020,20000,20000,21000,20020,20000,21000,20001,20001,20000,20000,20020,20000,20020,20021,20220,20220,20200,21000,20020,20020,20000,20000,20020,21000,20020,20000,20022,20000,21001,20001,21001,21001,20020,20000,20000,20000,20000,21000,20001,20100,20000,21000,20000,21020,21120,21020,21020,21020,21001,21000,21000,21100,20020,20020,20001,20000,20022,20000,20000,22020
zemen,22010,21020,20000,20000,20020,20022,20022,20020,20022,20000,20200,20001,20020,22010,22000,22022,22000,22010,22020,22022,22010,22010,22022,22020,22000,22010,22220,22222,22200,22022,22001,22001,22001,22022,22000,22010,22020,22022,22020,20000,21010,21001,21000,20022,20022,20002,20022,20021,20021,20000,20022,20000,20000,21000,20020,20000,21000,20000,20000,20000,20000,20022,20000,20022,20022,20222,20220,20202,21001,20021,20021,20001,20000,20022,21000,20020,20000,20020,20000,21000,20000,21000,21000,20022,20000,20000,20002,20000,21000,20000,20100,20001,21000,20000,21020,21120,21020,21020,21020,21000,21001,21000,21100,20020,20020,20000,20001,20020,20000,20000,22020
zemig,22000,21000,20000,20000,21000,21000,21001,21001,21000,20022,20200,20020,21000,22000,22000,22000,22022,22000,22001,22001,22001,22001,22000,22000,22000,22000,22200,22200,22222,22000,22022,22020,22000,22000,22022,22000,22000,22000,22000,20010,21010,21010,21010,21000,21001,20000,21000,21000,21000,20000,21000,20000,20000,21000,21002,20000,21010,20000,20000,20000,20000,21000,20000,21001,21000,21200,21200,20220,21000,21000,21000,20000,20000,21000,21000,21000,20000,21000,20000,21000,20000,21000,21000,21000,20022,20010,20000,20000,21000,20000,20100,20000,21000,20000,21002,21100,21000,21000,21000,21002,21000,21000,21100,21010,21010,20010,20012,21000,20000,20000,22000
zenen,22010,21020,20000,20000,20020,20022,20022,20020,20022,20000,20000,20200,20020,22010,22000,22022,22000,22010,22020,22022,22010,22010,22022,22020,22000,22010,22020,22022,22000,22222,22200,22200,22200,22022,22000,22010,22020,22022,22020,20000,21010,21100,21000,20022,20022,20002,20222,20220,20220,20000,20022,20000,20000,21000,20020,20000,21000,20000,20000,20000,20000,20022,20000,20022,20022,20022,20020,20002,21200,20220,20220,20200,20000,20022,21000,20020,20000,20020,20000,21000,20000,21000,21000,20022,20000,20000,20002,20000,21000,20000,20000,20100,21000,20000,21020,21020,21020,21020,21020,21000,21100,21000,21000,20020,20020,20000,20100,20020,20000,20000,22020
zenig,22000,21000,20000,20000,21000,21100,21101,21001,21100,20022,20000,20220,21000,22000,22000,22100,22022,22000,22001,22101,22001,22001,22100,22000,22000,22000,22000,22100,22022,22200,22222,22220,22200,22100,22022,22000,22000,22100,22000,20010,21010,21110,21010,21100,21101,20100,21200,21200,21200,20000,21100,20000,20000,21000,21002,20000,21010,20000,20000,20000,20000,21100,20000,21101,21100,21100,21000,20120,21200,21200,21200,20200,20000,21100,21000,21000,20000,21000,20000,21000,20000,21000,21000,21100,20022,20010,20100,20000,21000,20000,20000,20100,21000,20000,21002,21000,21000,21000,21000,21002,21100,21000,21000,21010,21010,20010,20112,21000,20000,20000,22000
zenit,22000,21000,20000,20002,21000,21100,21100,21000,21100,20020,20000,20220,21000,22000,22000,22100,22020,22002,22000,22100,22000,22000,22100,22000,22000,22000,22000,22100,22020,22200,22220,22222,22200,22100,22020,22000,22001,22100,22000,20012,21010,21110,21010,21100,21100,20100,21200,21200,21202,20000,21100,20001,20001,21001,21000,20000,21011,20001,20000,20002,20002,21100,20000,21100,21100,21100,21000,20120,21200,21200,21202,20200,20000,21100,21001,21000,20002,21000,20002,21000,20000,21000,21001,21100,20020,20010,20100,20000,21000,20000,20000,20100,21000,20002,21000,21000,21000,21000,21002,21000,21100,21000,21000,21010,21010,20010,20110,21000,20000,20000,22000
zenuw,22022,21001,20001,20000,21000,21100,21100,21000,21100,20000,20000,20200,21000,22000,22000,22100,22000,22000,22000,22100,22000,22000,22100,22000,22000,22000,22000,22100,22000,22200,22200,22200,22222,22100,22000,22000,22000,22100,22000,20000,21000,21100,21000,21100,21100,20100,21200,21200,21200,20000,21100,20000,20000,21000,21001,20000,21000,20000,20000,20000,20000,21100,20000,21100,21100,21100,21000,20100,21200,21200,21200,20200,20000,21100,21010,21000,20001,21001,20010,21010,20010,21010,21010,21110,20010,20001,20101,20001,21001,20001,20001,20101,21001,20001,21001,21001,21001,21001,21001,21001,21101,21001,21001,21001,21001,20001,20101,21001,20001,20000,22000
