Guess,haags,hamas,hanze,hindi,haagt,haaks,haard,haast,hab1t,hadji,hagel,hagen,haiku,haken,hakje,halal,halen,hallo,halma,halte,halve,hamam,hamas,hamei,hamel,hamer,hands,hanig,hapax,hapje,happy,haram,harem,haren,harig,harp1,harre,harst,haten,hater,haven,haver,havik,hazen,heavy,hecht,heden,heeft,heffe,hegge,heide,heien,heier,heiig,heila,heisa,hekel,helen,heler,helft,helix,hemel,henen,henna,henry,herig,herik,heros,hertz,hesen,heten,hetze,hetz1,hevea,hevel,hevig,hiaat,hield,hielp,hieuw,hihat,h1gen,h1ger,h1sen,hinde,hints,hitte,hobby,hoeks,hoera,hoeri,hoest,hoeve,hoezo,hofje,hogen,hoger,holen,holst,holte,honds,honen,honig,hoofd,hoofs,hoorn,hopen,hopje,hopla,hoppe,hopsa,horde,horen,horig,horst,hotel,house,hoven,hozen,https,hulde,hulst,humor,humus,huren,husky,huwen,hydra,hyena,hymen,hymne,hypen,hyper,hysop,hoede,hoela,hades,hiken,haker,haler
hallo,22000,22000,22000,20000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,22210,22200,22222,22200,22200,22200,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21020,21000,20100,20200,20200,20200,20200,20100,20000,21000,20000,20000,20000,20001,20000,20000,20000,20000,20000,21000,20100,20000,21000,20020,20020,20000,21000,20000,20000,20000,20000,20000,20000,20001,20001,21001,20001,20001,20001,20002,20001,20001,20001,20201,20201,20201,20001,20001,20001,20001,20001,20001,20001,20001,21021,20001,21001,20001,20001,20001,20001,20101,20001,20001,20001,20000,20200,20200,20001,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20001,20001,21021,22000,20000,22000,22200
halma,22001,22011,22000,20000,22001,22001,22001,22001,22000,22000,22100,22000,22000,22000,22000,22201,22200,22200,22222,22200,22200,22011,22011,22010,22110,22010,22000,22000,22001,22000,22000,22011,22010,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20102,20002,20100,20200,20200,20200,20200,20110,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20100,20000,21001,20100,20100,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20200,20200,20200,20000,20000,20000,20000,20000,20000,20000,20000,20102,20000,20002,20000,20000,20000,20000,20100,20000,20000,20000,20000,20200,20200,20010,20010,20000,20000,20000,20002,20002,20010,20010,20000,20000,20000,20000,20102,22000,20000,22000,22200
halte,22000,22000,22002,20000,22010,22000,22000,22010,22010,22000,22101,22001,22000,22001,22002,22200,22201,22200,22200,22222,22202,22000,22000,22001,22101,22001,22000,22000,22000,22002,22000,22000,22001,22001,22000,22000,22002,22010,22011,22011,22001,22001,22000,22001,21001,20011,20001,20011,20002,20002,20002,20001,20001,20001,21101,21001,20101,20201,20201,20211,20201,20101,20001,21001,20001,20001,20001,20001,20021,20001,20011,20012,20011,21001,20101,20001,21010,20101,20101,20001,21010,20001,20001,20001,20002,20020,20022,20000,20001,21001,20001,20011,20002,20001,20002,20001,20001,20201,20210,20222,20000,20001,20000,20000,20000,20000,20001,20002,21100,20002,21000,20002,20001,20000,20010,20111,20002,20001,20001,20010,20202,20210,20000,20000,20001,20000,20001,21000,21001,20001,20002,20001,20001,20000,20002,21101,22001,20001,22001,22201
halve,22000,22000,22002,20000,22000,22000,22000,22000,22000,22000,22101,22001,22000,22001,22002,22200,22201,22200,22200,22202,22222,22000,22000,22001,22101,22001,22000,22000,22000,22002,22000,22000,22001,22001,22000,22000,22002,22000,22001,22001,22011,22011,22010,22001,21021,20001,20001,20001,20002,20002,20002,20001,20001,20001,21101,21001,20101,20201,20201,20201,20201,20101,20001,21001,20001,20001,20001,20001,20001,20001,20001,20002,20001,21011,20111,20011,21000,20101,20101,20001,21000,20001,20001,20001,20002,20000,20002,20000,20001,21001,20001,20001,20022,20001,20002,20001,20001,20201,20200,20202,20000,20001,20000,20000,20000,20000,20001,20002,21100,20002,21000,20002,20001,20000,20000,20101,20002,20011,20001,20000,20202,20200,20000,20000,20001,20000,20001,21000,21001,20001,20002,20001,20001,20000,20002,21101,22001,20001,22001,22201
hamam,22010,22220,22000,20000,22010,22010,22010,22010,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22110,22000,22000,22222,22220,22200,22200,22200,22000,22000,22020,22000,22000,22022,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20200,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,21020,20000,20000,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20000,20000,20000,21000,21000,20200,20200,20000,20000,20000,20000,21000,22000,20000,22000,22000
hamas,22012,22222,22000,20000,22010,22012,22010,22011,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22110,22000,22000,22220,22222,22200,22200,22200,22002,22000,22020,22000,22000,22120,22100,22000,22000,22000,22000,22001,22000,22000,22000,22000,22000,22000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21001,20000,20000,20000,20000,20000,20200,20000,21000,20000,20000,20000,20002,20000,20001,20000,20000,20000,21000,20000,20000,21020,20000,20000,20000,20020,20000,20000,20001,20000,20002,20000,20000,20002,21000,20000,20001,20000,20000,20000,20000,20000,20000,20001,20000,20002,20000,20000,20000,20002,20000,20000,20000,21000,20000,21001,20000,20000,20000,20001,20000,20001,20000,20000,20002,20000,20001,20200,20202,20000,20001,20000,21000,21000,20200,20200,20000,20000,20001,20000,21000,22002,20000,22000,22000
hamei,22000,22200,22010,20002,22000,22000,22000,22000,22000,22002,22020,22020,22001,22020,22010,22000,22020,22000,22100,22010,22010,22200,22200,22222,22220,22220,22000,22001,22000,22010,22000,22100,22120,22020,22001,22000,22010,22000,22020,22020,22020,22020,22001,22020,21010,20010,20020,20010,20010,20010,20011,20021,20021,20011,21011,21011,20020,20020,20020,20010,20011,20220,20020,21010,20010,20011,20011,20010,20010,20020,20020,20010,20010,21020,20020,20011,21001,20011,20011,20011,21001,20020,20020,20020,20011,20001,20011,20000,20010,21010,20012,20010,20010,20010,20010,20020,20020,20020,20000,20010,20000,20020,20001,20000,20000,20000,20020,20010,21000,20010,21000,20010,20020,20001,20000,20020,20010,20020,20020,20000,20010,20000,20200,20200,20020,20000,20020,21000,21010,20220,20210,20020,20020,20000,20010,21010,22020,20021,22020,22020
hamel,22000,22200,22010,20000,22000,22000,22000,22000,22000,22000,22022,22020,22000,22020,22010,22002,22021,22001,22101,22011,22011,22200,22200,22220,22222,22220,22000,22000,22000,22010,22000,22100,22120,22020,22000,22000,22010,22000,22020,22020,22020,22020,22000,22020,21010,20010,20020,20010,20010,20010,20010,20020,20020,20010,21011,21010,20022,20021,20021,20011,20011,20222,20020,21010,20010,20010,20010,20010,20010,20020,20020,20010,20010,21020,20022,20010,21000,20011,20011,20010,21000,20020,20020,20020,20010,20000,20010,20000,20010,21010,20010,20010,20010,20010,20010,20020,20020,20021,20001,20011,20000,20020,20000,20000,20000,20000,20020,20010,21001,20010,21000,20010,20020,20000,20000,20022,20010,20020,20020,20000,20011,20001,20200,20200,20020,20000,20020,21000,21010,20220,20210,20020,20020,20000,20010,21011,22020,20020,22020,22021
hamer,22000,22200,22010,20000,22000,22000,22001,22000,22000,22000,22020,22020,22000,22020,22010,22000,22020,22000,22100,22010,22010,22200,22200,22220,22220,22222,22000,22000,22000,22010,22000,22101,22121,22021,22001,22001,22011,22001,22020,22022,22020,22022,22000,22020,21010,20010,20020,20010,20010,20010,20010,20020,20022,20010,21010,21010,20020,20020,20022,20010,20010,20220,20020,21010,20011,20011,20011,20011,20011,20020,20020,20010,20010,21020,20020,20010,21000,20010,20010,20010,21000,20020,20022,20020,20010,20000,20010,20000,20010,21011,20011,20010,20010,20010,20010,20020,20022,20020,20000,20010,20000,20020,20000,20000,20000,20001,20020,20010,21000,20010,21000,20011,20021,20001,20001,20020,20010,20020,20020,20000,20010,20000,20202,20200,20021,20000,20020,21001,21010,20220,20210,20020,20022,20000,20010,21010,22020,20020,22022,22022
hands,22002,22002,22200,20220,22000,22002,22010,22001,22000,22010,22000,22100,22000,22100,22000,22000,22100,22000,22000,22000,22000,22000,22002,22000,22000,22000,22222,22200,22000,22000,22000,22000,22000,22100,22000,22000,22000,22001,22100,22000,22100,22000,22000,22100,21000,20000,20110,20000,20000,20000,20020,20100,20000,20000,21000,21001,20000,20100,20000,20000,20000,20000,20200,21200,20200,20000,20000,20002,20000,20101,20100,20000,20000,21000,20000,20000,21000,20010,20000,20000,21000,20100,20000,20101,20220,20202,20000,20000,20002,21000,20000,20001,20000,20000,20000,20100,20000,20100,20001,20000,20222,20200,20200,20010,20002,20100,20100,20000,21000,20000,21001,20020,20100,20000,20001,20000,20001,20100,20100,20002,20020,20001,20000,20002,20100,20001,20100,21010,21100,20100,20100,20100,20000,20001,20020,21000,22012,20100,22000,22000
hanig,22001,22000,22200,20210,22001,22000,22000,22000,22000,22010,22001,22101,22010,22100,22000,22000,22100,22000,22000,22000,22000,22000,22000,22010,22000,22000,22200,22222,22000,22000,22000,22000,22000,22100,22022,22000,22000,22000,22100,22000,22100,22000,22020,22100,21000,20000,20100,20000,20000,20001,20010,20110,20010,20022,21010,21010,20000,20100,20000,20000,20020,20000,20200,21200,20200,20022,20020,20000,20000,20100,20100,20000,20000,21000,20000,20022,21010,20010,20010,20010,21010,20101,20001,20100,20210,20210,20010,20000,20000,21000,20010,20000,20000,20000,20000,20101,20001,20100,20000,20000,20200,20200,20222,20000,20000,20100,20100,20000,21000,20000,21000,20000,20100,20022,20000,20000,20000,20100,20100,20000,20000,20000,20000,20000,20100,20000,20100,21000,21100,20100,20100,20100,20000,20000,20000,21000,22000,20110,22000,22000
hapax,22010,22020,22000,20000,22010,22010,22010,22010,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22010,22000,22000,22020,22020,22000,22000,22000,22000,22000,22222,22200,22200,22020,22000,22000,22000,22100,22000,22000,22000,22000,22000,22000,22000,22000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20002,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,21020,20000,20100,20000,20020,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,21200,20200,21200,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20200,20200,20100,20000,21000,22000,20000,22000,22000
hapje,22000,22000,22002,20000,22000,22000,22000,22000,22000,22020,22001,22001,22000,22001,22022,22000,22001,22000,22000,22002,22002,22000,22000,22001,22001,22001,22000,22000,22200,22222,22200,22000,22001,22001,22000,22100,22002,22000,22001,22001,22001,22001,22000,22001,21001,20001,20001,20001,20002,20002,20002,20001,20001,20001,21001,21001,20001,20001,20001,20001,20001,20001,20001,21001,20001,20001,20001,20001,20001,20001,20001,20002,20001,21001,20001,20001,21000,20001,20101,20001,21000,20001,20001,20001,20002,20000,20002,20000,20001,21001,20001,20001,20002,20001,20022,20001,20001,20001,20000,20002,20000,20001,20000,20000,20000,20000,20201,20222,21200,20202,21200,20002,20001,20000,20000,20001,20002,20001,20001,20100,20002,20000,20000,20000,20001,20000,20001,21000,21001,20001,20002,20201,20201,20100,20002,21001,22001,20001,22001,22001
happy,22000,22000,22000,20000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22200,22200,22222,22000,22000,22000,22000,22020,22000,22000,22000,22000,22000,22000,22000,22000,21002,20000,20000,20000,20000,20000,20000,20000,20000,20000,21000,21000,20000,20000,20000,20000,20000,20000,20000,21000,20002,20000,20000,20000,20000,20000,20000,20000,20000,21000,20000,20000,21000,20000,20100,20000,21000,20000,20000,20000,20000,20000,20000,20002,20000,21000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,21200,20220,21200,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,20002,20000,21001,21001,20001,20001,20201,20201,20101,20000,21000,22000,20000,22000,22000
haram,22010,22021,22000,20000,22010,22010,22110,22010,22000,22000,22000,22000,22000,22000,22000,22020,22000,22000,22011,22000,22000,22022,22021,22001,22001,22101,22000,22000,22020,22000,22000,22222,22202,22200,22200,22200,22200,22200,22000,22100,22000,22100,22000,22000,21000,20000,20000,20000,20000,20000,20000,20000,20100,20000,21000,21000,20000,20000,20100,20000,20000,20001,20000,21000,20100,20200,20200,20200,20200,20000,20000,20000,20000,21000,20000,20000,21020,20000,20000,20000,20020,20000,20100,20000,20000,20000,20000,20000,20000,21100,20100,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20100,20000,20000,21000,20000,21000,20200,20200,20200,20200,20000,20000,20000,20000,20000,20000,20000,20101,20001,20200,20000,20000,21100,21000,20001,20001,20000,20100,20000,20000,21000,22000,20000,22100,22100
harem,22000,22001,22010,20000,22000,22000,22100,22000,22000,22000,22020,22020,22000,22020,22010,22000,22020,22000,22001,22010,22010,22002,22001,22021,22021,22121,22000,22000,22000,22010,22000,22202,22222,22220,22200,22200,22210,22200,22020,22120,22020,22120,22000,22020,21010,20010,20020,20010,20010,20010,20010,20020,20120,20010,21010,21010,20020,20020,20120,20010,20010,20021,20020,21010,20110,20210,20210,20210,20210,20020,20020,20010,20010,21020,20020,20010,21000,20010,20010,20010,21000,20020,20120,20020,20010,20000,20010,20000,20010,21110,20110,20010,20010,20010,20010,20020,20120,20020,20000,20010,20000,20020,20000,20000,20000,20100,20020,20010,21000,20010,21000,20210,20220,20200,20200,20020,20010,20020,20020,20000,20010,20000,20101,20001,20220,20000,20020,21100,21010,20021,20011,20020,20120,20000,20010,21010,22020,20020,22120,22120
haren,22000,22000,22011,20001,22000,22000,22100,22000,22000,22000,22020,22022,22000,22022,22010,22000,22022,22000,22000,22010,22010,22000,22000,22020,22020,22120,22001,22001,22000,22010,22000,22200,22220,22222,22200,22200,22210,22200,22022,22120,22022,22120,22000,22022,21010,20010,20022,20010,20010,20010,20010,20022,20120,20010,21010,21010,20020,20022,20120,20010,20010,20020,20022,21011,20111,20210,20210,20210,20210,20022,20022,20010,20010,21020,20020,20010,21000,20010,20010,20010,21000,20022,20120,20022,20011,20001,20010,20000,20010,21110,20110,20010,20010,20010,20010,20022,20120,20022,20000,20010,20001,20022,20001,20000,20000,20102,20022,20010,21000,20010,21000,20210,20222,20200,20200,20020,20010,20022,20022,20000,20010,20000,20100,20000,20222,20000,20022,21100,21011,20022,20011,20022,20120,20000,20010,21010,22020,20022,22120,22120
harig,22001,22000,22000,20010,22001,22000,22100,22000,22000,22010,22001,22001,22010,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22010,22000,22100,22000,22022,22000,22000,22000,22200,22200,22200,22222,22200,22200,22200,22000,22100,22000,22100,22020,22000,21000,20000,20000,20000,20000,20001,20010,20010,20110,20022,21010,21010,20000,20000,20100,20000,20020,20000,20000,21000,20100,20222,20220,20200,20200,20000,20000,20000,20000,21000,20000,20022,21010,20010,20010,20010,21010,20001,20101,20000,20010,20010,20010,20000,20000,21100,20110,20000,20000,20000,20000,20001,20101,20000,20000,20000,20000,20000,20022,20000,20000,20100,20000,20000,21000,20000,21000,20200,20200,20222,20200,20000,20000,20000,20000,20000,20000,20000,20100,20000,20200,20000,20000,21100,21000,20000,20000,20000,20100,20000,20000,21000,22000,20010,22100,22100
harp1,22000,22000,22000,20000,22000,22000,22100,22000,22001,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22000,22000,22010,22010,22020,22200,22200,22200,22200,22222,22200,22200,22000,22100,22000,22100,22000,22000,21000,20000,20000,20000,20000,20000,20000,20000,20100,20000,21000,21000,20000,20000,20100,20000,20000,20000,20000,21000,20100,20200,20200,20200,20200,20000,20000,20000,20002,21000,20000,20000,21000,20000,20010,20000,21000,20001,20101,20001,20000,20000,20000,20000,20000,21100,20100,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20100,20010,20010,21010,20020,21010,20200,20200,20200,20200,20000,20000,20000,20000,20020,20000,20000,20100,20000,20200,20000,20000,21100,21000,20000,20000,20010,20110,20010,20000,21000,22000,20000,22100,22100
harre,22000,22000,22002,20000,22000,22000,22020,22000,22000,22000,22001,22001,22000,22001,22002,22000,22001,22000,22000,22002,22002,22000,22000,22001,22001,22101,22000,22000,22000,22002,22000,22200,22201,22201,22200,22200,22222,22200,22001,22101,22001,22101,22000,22001,21001,20001,20001,20001,20002,20002,20002,20001,20101,20001,21001,21001,20001,20001,20101,20001,20001,20001,20001,21001,20021,20201,20201,20201,20201,20001,20001,20002,20001,21001,20001,20001,21000,20001,20001,20001,21000,20001,20101,20001,20002,20000,20002,20000,20001,21021,20021,20001,20002,20001,20002,20001,20101,20001,20000,20002,20000,20001,20000,20000,20000,20020,20001,20002,21000,20002,21000,20202,20201,20200,20200,20001,20002,20001,20001,20000,20002,20000,20100,20000,20201,20000,20001,21020,21001,20001,20002,20001,20101,20000,20002,21001,22001,20001,22101,22101
harst,22010,22010,22000,20000,22002,22010,22100,22022,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22000,22000,22010,22000,22000,22100,22010,22000,22000,22000,22000,22200,22200,22200,22200,22200,22200,22222,22001,22101,22000,22100,22000,22000,21000,20002,20000,20002,20000,20000,20000,20000,20100,20000,21000,21020,20000,20000,20100,20002,20000,20000,20000,21000,20100,20200,20200,20210,20201,20010,20001,20001,20001,21000,20000,20000,21002,20000,20000,20000,21002,20000,20100,20010,20000,20011,20001,20000,20010,21100,20100,20022,20000,20000,20000,20000,20100,20000,20022,20001,20010,20000,20000,20000,20010,20100,20000,20000,21000,20000,21020,20200,20200,20200,20222,20001,20020,20000,20000,20011,20000,20022,20100,20010,20200,20010,20000,21100,21000,20000,20000,20000,20100,20010,20000,21000,22010,20000,22100,22100
haten,22000,22000,22011,20001,22100,22000,22000,22100,22100,22000,22020,22022,22000,22022,22010,22000,22022,22000,22000,22110,22010,22000,22000,22020,22020,22020,22001,22001,22000,22010,22000,22000,22020,22022,22000,22000,22010,22100,22222,22220,22022,22020,22000,22022,21010,20110,20022,20110,20010,20010,20010,20022,20020,20010,21010,21010,20020,20022,20020,20110,20010,20020,20022,21011,20011,20010,20010,20010,20110,20022,20222,20210,20210,21020,20020,20010,21100,20010,20010,20010,21100,20022,20020,20022,20011,20101,20210,20000,20010,21010,20010,20110,20010,20010,20010,20022,20020,20022,20100,20110,20001,20022,20001,20000,20000,20002,20022,20010,21000,20010,21000,20010,20022,20000,20100,20220,20010,20022,20022,20200,20010,20100,20000,20000,20022,20000,20022,21000,21011,20022,20011,20022,20020,20000,20010,21010,22020,20022,22020,22020
hater,22000,22000,22010,20000,22100,22000,22001,22100,22100,22000,22020,22020,22000,22020,22010,22000,22020,22000,22000,22110,22010,22000,22000,22020,22020,22022,22000,22000,22000,22010,22000,22001,22021,22021,22001,22001,22011,22101,22220,22222,22020,22022,22000,22020,21010,20110,20020,20110,20010,20010,20010,20020,20022,20010,21010,21010,20020,20020,20022,20110,20010,20020,20020,21010,20011,20011,20011,20011,20111,20020,20220,20210,20210,21020,20020,20010,21100,20010,20010,20010,21100,20020,20022,20020,20010,20100,20210,20000,20010,21011,20011,20110,20010,20010,20010,20020,20022,20020,20100,20110,20000,20020,20000,20000,20000,20001,20020,20010,21000,20010,21000,20011,20021,20001,20101,20220,20010,20020,20020,20200,20010,20100,20002,20000,20021,20000,20020,21001,21010,20020,20010,20020,20022,20000,20010,21010,22020,20020,22022,22022
haven,22000,22000,22011,20001,22000,22000,22000,22000,22000,22000,22020,22022,22000,22022,22010,22000,22022,22000,22000,22010,22110,22000,22000,22020,22020,22020,22001,22001,22000,22010,22000,22000,22020,22022,22000,22000,22010,22000,22022,22020,22222,22220,22200,22022,21110,20010,20022,20010,20010,20010,20010,20022,20020,20010,21010,21010,20020,20022,20020,20010,20010,20020,20022,21011,20011,20010,20010,20010,20010,20022,20022,20010,20010,21220,20220,20210,21000,20010,20010,20010,21000,20022,20020,20022,20011,20001,20010,20000,20010,21010,20010,20010,20110,20010,20010,20022,20020,20022,20000,20010,20001,20022,20001,20000,20000,20002,20022,20010,21000,20010,21000,20010,20022,20000,20000,20020,20010,20222,20022,20000,20010,20000,20000,20000,20022,20000,20022,21000,21011,20022,20011,20022,20020,20000,20010,21010,22020,20022,22020,22020
haver,22000,22000,22010,20000,22000,22000,22001,22000,22000,22000,22020,22020,22000,22020,22010,22000,22020,22000,22000,22010,22110,22000,22000,22020,22020,22022,22000,22000,22000,22010,22000,22001,22021,22021,22001,22001,22011,22001,22020,22022,22220,22222,22200,22020,21110,20010,20020,20010,20010,20010,20010,20020,20022,20010,21010,21010,20020,20020,20022,20010,20010,20020,20020,21010,20011,20011,20011,20011,20011,20020,20020,20010,20010,21220,20220,20210,21000,20010,20010,20010,21000,20020,20022,20020,20010,20000,20010,20000,20010,21011,20011,20010,20110,20010,20010,20020,20022,20020,20000,20010,20000,20020,20000,20000,20000,20001,20020,20010,21000,20010,21000,20011,20021,20001,20001,20020,20010,20220,20020,20000,20010,20000,20002,20000,20021,20000,20020,21001,21010,20020,20010,20020,20022,20000,20010,21010,22020,20020,22022,22022
havik,22000,22000,22000,20010,22000,22001,22000,22000,22000,22010,22000,22000,22011,22001,22001,22000,22000,22000,22000,22000,22100,22000,22000,22010,22000,22000,22000,22020,22000,22000,22000,22000,22000,22000,22020,22000,22000,22000,22000,22000,22200,22200,22222,22000,21100,20000,20000,20000,20000,20000,20010,20010,20010,20020,21010,21010,20001,20000,20000,20000,20020,20000,20000,21000,20000,20020,20022,20000,20000,20000,20000,20000,20000,21200,20200,20220,21010,20010,20010,20010,21010,20000,20000,20000,20010,20010,20010,20000,20001,21000,20010,20000,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20020,20000,20000,20000,20000,20000,21000,20000,21000,20000,20000,20020,20000,20000,20000,20200,20000,20000,20000,20000,20000,20000,20000,20001,20000,21000,21000,20000,20000,20000,20000,20000,20000,21000,22000,20011,22001,22000
hazen,22000,22000,22111,20001,22000,22000,22000,22000,22000,22000,22020,22022,22000,22022,22010,22000,22022,22000,22000,22010,22010,22000,22000,22020,22020,22020,22001,22001,22000,22010,22000,22000,22020,22022,22000,22000,22010,22000,22022,22020,22022,22020,22000,22222,21010,20010,20022,20010,20010,20010,20010,20022,20020,20010,21010,21010,20020,20022,20020,20010,20010,20020,20022,21011,20011,20010,20010,20010,20110,20022,20022,20110,20110,21020,20020,20010,21000,20010,20010,20010,21000,20022,20020,20022,20011,20001,20010,20000,20010,21010,20010,20010,20010,20110,20010,20022,20020,20022,20000,20010,20001,20022,20001,20000,20000,20002,20022,20010,21000,20010,21000,20010,20022,20000,20000,20020,20010,20022,20222,20000,20010,20000,20000,20000,20022,20000,20022,21000,21011,20022,20011,20022,20020,20000,20010,21010,22020,20022,22020,22020
heavy,20200,20100,21100,20000,20200,20200,20200,20200,20100,20100,21100,21100,20100,21100,21100,20100,21100,20100,20100,21100,21120,20100,20100,21100,21100,21100,20100,20100,20100,21100,20102,20100,21100,21100,20100,20100,21100,20100,21100,21100,21110,21110,20110,21100,22222,22000,22000,22000,22000,22000,22000,22000,22000,22000,22100,22100,22000,22000,22000,22000,22000,22000,22000,22100,22002,22000,22000,22000,22000,22000,22000,22000,22000,22110,22010,22010,20200,21000,21000,21000,20100,21000,21000,21000,21000,20000,21000,20002,21000,21100,21000,21000,21020,21000,21000,21000,21000,21000,20000,21000,20000,21000,20000,20000,20000,20000,21000,21000,20100,21000,20100,21000,21000,20000,20000,21000,21000,21010,21000,20000,21000,20000,20000,20000,21000,20002,21000,20101,21101,21001,21001,21001,21001,20001,21000,21100,21100,21000,21100,21100
hecht,20000,20000,21000,20000,20002,20000,20000,20002,20002,20000,21000,21000,20000,21000,21000,20000,21000,20000,20000,21001,21000,20000,20000,21000,21000,21000,20000,20000,20000,21000,20000,20000,21000,21000,20000,20000,21000,20002,21001,21001,21000,21000,20000,21000,22000,22222,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22002,22000,22000,22000,22000,22000,22000,22000,22000,22001,22000,22001,22001,22001,22000,22000,22000,20002,21000,21000,21000,20012,21000,21000,21000,21000,20001,21001,20000,21000,21000,21000,21002,21000,21000,21000,21000,21000,21000,20002,21001,20000,21000,20000,20000,20000,20000,21000,21000,20000,21000,20000,21000,21000,20000,20002,21001,21000,21000,21000,20001,21000,20002,20000,20000,21000,20000,21000,20000,21000,21000,21000,21000,21000,20000,21000,21000,21000,21000,21000,21000
heden,20000,20000,21001,20101,20000,20000,20100,20000,20000,20200,20020,20022,20000,20022,21000,20000,20022,20000,20000,21000,21000,20000,20000,20020,20020,20020,20101,20001,20000,21000,20000,20000,20020,20022,20000,20000,21000,20000,20022,20020,20022,20020,20000,20022,22000,22000,22222,22010,22010,22010,22110,22022,22020,22000,22000,22000,22020,22022,22020,22000,22000,22020,22022,22001,22001,22000,22000,22000,22000,22022,22022,22010,22000,22020,22020,22000,20000,21100,21000,21000,20000,20022,20020,20022,21101,20001,21000,20000,21000,21000,21000,21000,21010,21000,21000,20022,20020,20022,20000,21000,20101,20022,20001,20100,20000,20002,20022,21000,20000,21000,20000,21100,20022,20000,20000,20020,21000,20022,20022,20000,21100,20000,20000,20000,20022,20000,20022,20200,21001,20022,21001,20022,20020,20000,21110,21000,20220,20022,20020,20020
heeft,20000,20000,21000,20000,20002,20000,20000,20002,20002,20000,21000,21000,20000,21000,21000,20000,21000,20000,20000,21001,21000,20000,20000,21000,21000,21000,20000,20000,20000,21000,20000,20000,21000,21000,20000,20000,21000,20002,21001,21001,21000,21000,20000,21000,22000,22002,22100,22222,22120,22100,22100,22100,22100,22000,22000,22000,22100,22100,22100,22022,22000,22100,22100,22000,22000,22000,22000,22000,22001,22100,22101,22101,22001,22100,22100,22000,20002,20200,20200,20200,20002,21000,21000,21000,21000,20001,21001,20000,20200,20200,20200,20202,21200,20200,21010,21000,21000,21000,20002,21001,20000,21000,20000,20020,20020,20000,21000,21000,20000,21000,20000,21000,21000,20000,20002,21001,21000,21000,21000,20001,21000,20002,20000,20000,21000,20000,21000,20000,20200,21000,21000,21000,21000,20000,21200,20200,21000,21000,21000,21000
