Guess,waals,wales,walin,welsh,waaks,waard,wacht,waden,wafel,wagen,wagon,waken,waker,wakke,walen,wamen,wanen,want1,wants,wapen,waren,wasem,wasz1,water,watje,wazig,webbe,wedde,weder,weegs,weeps,wegel,wegen,weger,wegge,weide,weids,weken,welig,welke,welnu,wende,wenen,wener,wepel,weren,werst,wessi,weten,weven,wever,wezel,wezen,whist,wicht,wieme,wiens,wierf,wierp,wigge,w1den,w1dte,w1fie,w1fje,w1ken,w1len,w1sje,w1ten,w1zen,w1zer,wikke,wilde,winch,winde,winst,winti,wisse,witje,witte,wodka,woede,woerd,woest,wogen,wonde,wonen,woord,worst,wraak,wrake,wrang,wreed,wreef,wrong,wulps,warau,washi,wasco
wuien,20000,20020,20102,20010,20000,20000,20000,20022,20020,20022,20002,20022,20020,20010,20022,20022,20022,20001,20001,20022,20022,20020,20000,20020,20010,20100,20010,20010,20020,20010,20010,20020,20022,20020,20010,20210,20210,20022,20110,20010,21011,20011,20022,20021,20020,20022,20010,20110,20022,20022,20020,20020,20022,20200,20100,20110,20111,20110,20110,20110,20022,20010,20110,20010,20022,20022,20010,20022,20022,20020,20110,20110,20101,20111,20101,20101,20110,20110,20110,20000,20010,20010,20010,20022,20011,20022,20000,20000,20000,20010,20001,20020,20020,20001,22000,21000,20100,20000
wuift,20000,20000,20100,20000,20000,20000,20002,20000,20010,20000,20000,20000,20000,20000,20000,20000,20000,20001,20001,20000,20000,20000,20000,20001,20001,20100,20000,20000,20000,20000,20000,20000,20000,20000,20000,20200,20200,20000,20100,20000,21000,20000,20000,20000,20000,20000,20002,20100,20001,20000,20000,20000,20000,20202,20102,20100,20100,20110,20100,20100,20000,20001,20110,20010,20000,20000,20000,20001,20000,20000,20100,20100,20100,20100,20102,20101,20100,20101,20101,20000,20000,20000,20002,20000,20000,20000,20000,20002,20000,20000,20000,20000,20010,20000,22000,21000,20100,20000
wurgt,20000,20000,20000,20000,20000,20100,20002,20000,20000,20010,20010,20000,20100,20000,20000,20000,20000,20001,20001,20000,20200,20000,20000,20101,20001,20010,20000,20000,20100,20020,20000,20010,20010,20110,20020,20000,20000,20000,20010,20000,21000,20000,20000,20100,20000,20200,20202,20000,20001,20000,20100,20000,20000,20002,20002,20000,20000,20100,20100,20020,20000,20001,20000,20000,20000,20000,20000,20001,20000,20100,20000,20000,20000,20000,20002,20001,20000,20001,20001,20000,20000,20100,20002,20010,20000,20000,20100,20202,20100,20100,20110,20100,20100,20110,22000,21200,20000,20000
wurmt,20000,20000,20000,20000,20000,20100,20002,20000,20000,20000,20000,20000,20100,20000,20000,20010,20000,20001,20001,20000,20200,20010,20000,20101,20001,20000,20000,20000,20100,20000,20000,20000,20000,20100,20000,20000,20000,20000,20000,20000,21000,20000,20000,20100,20000,20200,20202,20000,20001,20000,20100,20000,20000,20002,20002,20020,20000,20100,20100,20000,20000,20001,20000,20000,20000,20000,20000,20001,20000,20100,20000,20000,20000,20000,20002,20001,20000,20001,20001,20000,20000,20100,20002,20000,20000,20000,20100,20202,20100,20100,20100,20100,20100,20100,22000,21200,20000,20000
waves,22002,22022,22000,20011,22002,22000,22000,22020,22020,22020,22000,22020,22020,22010,22020,22020,22020,22000,22002,22020,22020,22021,22001,22020,22010,22000,20010,20010,20020,20012,20012,20020,20020,20020,20010,20010,20012,20020,20010,20010,20010,20010,20020,20020,20020,20020,20011,20011,20020,20220,20220,20020,20020,20001,20000,20010,20012,20010,20010,20010,20020,20010,20010,20010,20020,20020,20011,20020,20020,20020,20010,20010,20000,20010,20001,20000,20011,20010,20010,21000,20010,20010,20011,20020,20010,20020,20000,20001,21000,21010,21000,20020,20020,20000,20002,22000,22001,22001
weeks,20002,21002,20000,22001,20022,20000,20000,21000,21000,21000,20000,21010,21010,21020,21000,21000,21000,20000,20002,21000,21000,21001,20001,21000,21000,20000,22100,22100,22100,22202,22202,22100,22100,22100,22100,22100,22002,22110,22000,22120,22000,22100,22100,22100,22100,22100,22001,22001,22100,22100,22100,22100,22100,20001,20000,21200,20202,20200,20200,21000,21000,21000,21000,21000,21010,21000,21001,21000,21000,21000,21020,21000,20000,21000,20001,20000,21001,21000,21000,20020,21200,20200,20201,21000,21000,21000,20000,20001,20010,21020,20000,21200,21200,20000,20002,20000,20001,20001
wilds,20102,20202,21200,20201,20002,20010,20000,20010,20100,20000,20000,20000,20000,20000,20200,20000,20000,20000,20002,20000,20000,20001,20001,20000,20000,21000,20000,20020,20010,20002,20002,20100,20000,20000,20000,21020,21022,20000,21200,20200,20200,20020,20000,20000,20100,20000,20001,21001,20000,20000,20000,20100,20000,21001,22000,22000,22002,22000,22000,22000,20010,20010,21000,20000,20000,20200,20001,20000,20000,20000,22000,22220,22000,22020,22001,22000,22001,22000,22000,20010,20020,20010,20001,20000,20020,20000,20010,20001,20000,20000,20000,20010,20000,20000,20202,20000,21001,20001
wokte,20000,20001,20000,20001,20100,20000,20010,20001,20001,20001,21000,20201,20201,20202,20001,20001,20001,20020,20020,20001,20001,20001,20000,20011,20012,20000,20002,20002,20001,20001,20001,20001,20001,20001,20002,20002,20001,20201,20001,20102,20001,20002,20001,20001,20001,20001,20011,20001,20011,20001,20001,20001,20001,20010,20010,20002,20001,20001,20001,20002,20001,20022,20002,20002,20201,20001,20002,20011,20001,20001,20202,20002,20000,20002,20010,20020,20002,20012,20022,22100,22002,22001,22011,22001,22002,22001,22000,22010,20100,20102,20000,20001,20001,21000,20000,20000,20000,21000
w1kje,20000,20001,20000,20001,20100,20000,20000,20001,20001,20001,20000,20201,20201,20202,20001,20001,20001,21000,20000,20001,20001,20001,21000,20001,20022,20000,20002,20002,20001,20001,20001,20001,20001,20001,20002,20002,20001,20201,20001,20102,20001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20000,20000,20002,20001,20001,20001,20002,22001,22002,22002,22022,22201,22001,22022,22001,22001,22001,20202,20002,20000,20002,20000,20000,20002,20022,20002,20100,20002,20001,20001,20001,20002,20001,20000,20000,20100,20102,20000,20001,20001,20000,20000,20000,20000,20000
waels,22022,22112,22010,20111,22002,22000,22000,22100,22110,22100,22000,22100,22100,22100,22110,22100,22100,22000,22002,22100,22100,22101,22001,22100,22100,22000,20100,20100,20100,20202,20202,20110,20100,20100,20100,20100,20102,20100,20110,20110,20110,20100,20100,20100,20110,20100,20101,20101,20100,20100,20100,20110,20100,20001,20000,20200,20202,20200,20200,20100,20100,20100,20100,20100,20100,20110,20101,20100,20100,20100,20100,20110,20000,20100,20001,20000,20101,20100,20100,21000,20200,20200,20201,20100,20100,20100,20000,20001,21000,21100,21000,20200,20200,20000,20012,22000,22001,22001
walts,22102,22202,22200,20201,22002,22000,22010,22000,22100,22000,22000,22000,22000,22000,22200,22000,22000,22020,22022,22000,22000,22001,22001,22010,22010,22000,20000,20000,20000,20002,20002,20100,20000,20000,20000,20000,20002,20000,20200,20200,20200,20000,20000,20000,20100,20000,20011,20001,20010,20000,20000,20100,20000,20011,20010,20000,20002,20000,20000,20000,20000,20020,20000,20000,20000,20200,20001,20010,20000,20000,20000,20200,20000,20000,20011,20020,20001,20010,20020,21000,20000,20000,20011,20000,20000,20000,20000,20011,21000,21000,21000,20000,20000,20000,20202,22000,22001,22001
wangs,22002,22002,22100,20001,22002,22000,22000,22100,22000,22110,22110,22100,22000,22000,22100,22100,22200,22200,22202,22100,22100,22001,22001,22000,22000,22010,20000,20000,20000,20022,20002,20010,20110,20010,20020,20000,20002,20100,20010,20000,20100,20200,20200,20200,20000,20100,20001,20001,20100,20100,20000,20000,20100,20001,20000,20000,20102,20000,20000,20020,20100,20000,20000,20000,20100,20100,20001,20100,20100,20000,20000,20000,20200,20200,20201,20200,20001,20000,20000,21000,20000,20000,20001,20110,20200,20200,20000,20001,21000,21000,21110,20000,20000,20110,20002,22000,22001,22001
wards,22002,22002,22000,20001,22002,22110,22000,22010,22000,22000,22000,22000,22100,22000,22000,22000,22000,22000,22002,22000,22200,22001,22001,22100,22000,22000,20000,20020,20110,20002,20002,20000,20000,20100,20000,20020,20022,20000,20000,20000,20000,20020,20000,20100,20000,20200,20201,20001,20000,20000,20100,20000,20000,20001,20000,20000,20002,20100,20100,20000,20010,20010,20000,20000,20000,20000,20001,20000,20000,20100,20000,20020,20000,20020,20001,20000,20001,20000,20000,21010,20020,20110,20001,20000,20020,20000,20110,20201,21100,21100,21100,20110,20100,20100,20002,22200,22001,22001
warts,22002,22002,22000,20001,22002,22100,22010,22000,22000,22000,22000,22000,22100,22000,22000,22000,22000,22020,22022,22000,22200,22001,22001,22110,22010,22000,20000,20000,20100,20002,20002,20000,20000,20100,20000,20000,20002,20000,20000,20000,20000,20000,20000,20100,20000,20200,20211,20001,20010,20000,20100,20000,20000,20011,20010,20000,20002,20100,20100,20000,20000,20020,20000,20000,20000,20000,20001,20010,20000,20100,20000,20000,20000,20000,20011,20020,20001,20010,20020,21000,20000,20100,20011,20000,20000,20000,20100,20211,21100,21100,21100,20100,20100,20100,20002,22200,22001,22001
wicks,20002,20002,21000,20001,20022,20000,20200,20000,20000,20000,20000,20010,20010,20020,20000,20000,20000,20000,20002,20000,20000,20001,20001,20000,20000,21000,20000,20000,20000,20002,20002,20000,20000,20000,20000,21000,21002,20010,21000,20020,20000,20000,20000,20000,20000,20000,20001,21001,20000,20000,20000,20000,20000,21001,22200,22000,22002,22000,22000,22000,20000,20000,21000,20000,20010,20000,20001,20000,20000,20000,22020,22000,22100,22000,22001,22000,22001,22000,22000,20020,20000,20000,20001,20000,20000,20000,20000,20001,20010,20020,20000,20000,20000,20000,20002,20000,21001,20101
wieks,20002,20102,21000,20101,20022,20000,20000,20100,20100,20100,20000,20110,20110,20120,20100,20100,20100,20000,20002,20100,20100,20101,20001,20100,20100,21000,20100,20100,20100,20202,20202,20100,20100,20100,20100,21100,21102,20110,21100,20120,20100,20100,20100,20100,20100,20100,20101,21101,20100,20100,20100,20100,20100,21001,22000,22200,22202,22200,22200,22100,20100,20100,21100,20100,20110,20100,20101,20100,20100,20100,22120,22100,22000,22100,22001,22000,22101,22100,22100,20020,20200,20200,20201,20100,20100,20100,20000,20001,20010,20120,20000,20200,20200,20000,20002,20000,21001,20001
wieps,20002,20102,21000,20101,20002,20000,20000,20100,20100,20100,20000,20100,20100,20100,20100,20100,20100,20000,20002,20110,20100,20101,20001,20100,20100,21000,20100,20100,20100,20202,20222,20100,20100,20100,20100,21100,21102,20100,21100,20100,20100,20100,20100,20100,20110,20100,20101,21101,20100,20100,20100,20100,20100,21001,22000,22200,22202,22200,22210,22100,20100,20100,21100,20100,20100,20100,20101,20100,20100,20100,22100,22100,22000,22100,22001,22000,22101,22100,22100,20000,20200,20200,20201,20100,20100,20100,20000,20001,20000,20100,20000,20200,20200,20000,20022,20000,21001,20001
wills,20022,20202,21200,20201,20002,20000,20000,20000,20100,20000,20000,20000,20000,20000,20200,20000,20000,20000,20002,20000,20000,20001,20001,20000,20000,21000,20000,20000,20000,20002,20002,20100,20000,20000,20000,21000,21002,20000,21200,20200,20200,20000,20000,20000,20100,20000,20001,21001,20000,20000,20000,20100,20000,21001,22000,22000,22002,22000,22000,22000,20000,20000,21000,20000,20000,20200,20001,20000,20000,20000,22000,22200,22000,22000,22001,22000,22001,22000,22000,20000,20000,20000,20001,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20000,20202,20000,21001,20001
wings,20002,20002,21100,20001,20002,20000,20000,20100,20000,20110,20110,20100,20000,20000,20100,20100,20200,20200,20202,20100,20100,20001,20001,20000,20000,21010,20000,20000,20000,20022,20002,20010,20110,20010,20020,21000,21002,20100,21010,20000,20100,20200,20200,20200,20000,20100,20001,21001,20100,20100,20000,20000,20100,21001,22000,22000,22102,22000,22000,22020,20100,20000,21000,20000,20100,20100,20001,20100,20100,20000,22000,22000,22200,22200,22201,22200,22001,22000,22000,20000,20000,20000,20001,20110,20200,20200,20000,20001,20000,20000,20110,20000,20000,20110,20002,20000,21001,20001
wolfs,20102,20202,20200,20201,20002,20000,20000,20000,20110,20000,21000,20000,20000,20000,20200,20000,20000,20000,20002,20000,20000,20001,20001,20000,20000,20000,20000,20000,20000,20002,20002,20100,20000,20000,20000,20000,20002,20000,20200,20200,20200,20000,20000,20000,20100,20000,20001,20001,20000,20000,20000,20100,20000,20001,20000,20000,20002,20010,20000,20000,20000,20000,20010,20010,20000,20200,20001,20000,20000,20000,20000,20200,20000,20000,20001,20000,20001,20000,20000,22000,22000,22000,22001,22000,22000,22000,22000,22001,20000,20000,20000,20000,20010,21000,20202,20000,20001,21001
wouds,20002,20002,20000,20001,20002,20010,20000,20010,20000,20000,21000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20000,20001,20001,20000,20000,20000,20000,20020,20010,20002,20002,20000,20000,20000,20000,20020,20022,20000,20000,20000,20100,20020,20000,20000,20000,20000,20001,20001,20000,20000,20000,20000,20000,20001,20000,20000,20002,20000,20000,20000,20010,20010,20000,20000,20000,20000,20001,20000,20000,20000,20000,20020,20000,20020,20001,20000,20001,20000,20000,22010,22020,22010,22001,22000,22020,22000,22010,22001,20000,20000,20000,20010,20000,21000,20102,20100,20001,21001
wouts,20002,20002,20000,20001,20002,20000,20010,20000,20000,20000,21000,20000,20000,20000,20000,20000,20000,20020,20022,20000,20000,20001,20001,20010,20010,20000,20000,20000,20000,20002,20002,20000,20000,20000,20000,20000,20002,20000,20000,20000,20100,20000,20000,20000,20000,20000,20011,20001,20010,20000,20000,20000,20000,20011,20010,20000,20002,20000,20000,20000,20000,20020,20000,20000,20000,20000,20001,20010,20000,20000,20000,20000,20000,20000,20011,20020,20001,20010,20020,22000,22000,22000,22011,22000,22000,22000,22000,22011,20000,20000,20000,20000,20000,21000,20102,20100,20001,21001
wybes,20002,20022,20000,20011,20002,20000,20000,20020,20020,20020,20000,20020,20020,20010,20020,20020,20020,20000,20002,20020,20020,20021,20001,20020,20010,20000,20210,20010,20020,20012,20012,20020,20020,20020,20010,20010,20012,20020,20010,20010,20010,20010,20020,20020,20020,20020,20011,20011,20020,20020,20020,20020,20020,20001,20000,20010,20012,20010,20010,20010,20020,20010,20010,20010,20020,20020,20011,20020,20020,20020,20010,20010,20000,20010,20001,20000,20011,20010,20010,20000,20010,20010,20011,20020,20010,20020,20000,20001,20000,20010,20000,20020,20020,20000,20002,20000,20001,20001
waals,22222,22012,22010,20011,22202,22200,22000,22000,22010,22000,22000,22000,22000,22000,22010,22000,22000,22000,22002,22000,22000,22001,22001,22000,22000,22000,20000,20000,20000,20002,20002,20010,20000,20000,20000,20000,20002,20000,20010,20010,20010,20000,20000,20000,20010,20000,20001,20001,20000,20000,20000,20010,20000,20001,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20000,20010,20001,20000,20000,20000,20000,20010,20000,20000,20001,20000,20001,20000,20000,21000,20000,20000,20001,20000,20000,20000,20000,20001,21200,20200,20200,20000,20000,20000,20012,22100,22001,22001
wales,22102,22222,22200,20211,22002,22000,22000,22020,22120,22020,22000,22020,22020,22010,22220,22020,22020,22000,22002,22020,22020,22021,22001,22020,22010,22000,20010,20010,20020,20012,20012,20120,20020,20020,20010,20010,20012,20020,20210,20210,20210,20010,20020,20020,20120,20020,20011,20011,20020,20020,20020,20120,20020,20001,20000,20010,20012,20010,20010,20010,20020,20010,20010,20010,20020,20220,20011,20020,20020,20020,20010,20210,20000,20010,20001,20000,20011,20010,20010,21000,20010,20010,20011,20020,20010,20020,20000,20001,21000,21010,21000,20020,20020,20000,20202,22000,22001,22001
walin,22100,22200,22222,20200,22000,22000,22000,22002,22100,22002,22002,22002,22000,22000,22202,22002,22002,22001,22001,22002,22002,22000,22000,22000,22000,22020,20000,20000,20000,20000,20000,20100,20002,20000,20000,20010,20010,20002,20220,20200,20201,20001,20002,20001,20100,20002,20000,20010,20002,20002,20000,20100,20002,20010,20010,20010,20011,20010,20010,20010,20002,20000,20020,20000,20002,20202,20000,20002,20002,20000,20010,20210,20011,20011,20011,20011,20010,20010,20010,21000,20000,20000,20000,20002,20001,20002,20000,20000,21000,21000,21001,20000,20000,20001,20200,22000,22010,22000
welsh,20110,21210,20200,22222,20010,20000,20001,21000,21100,21000,20000,21000,21000,21000,21200,21000,21000,20000,20010,21000,21000,21010,20010,21000,21000,20000,22000,22000,22000,22010,22010,22100,22000,22000,22000,22000,22010,22000,22200,22200,22200,22000,22000,22000,22100,22000,22020,22020,22000,22000,22000,22100,22000,20021,20001,21000,21010,21000,21000,21000,21000,21000,21000,21000,21000,21200,21010,21000,21000,21000,21000,21200,20002,21000,20020,20000,21020,21000,21000,20000,21000,21000,21020,21000,21000,21000,20000,20020,20000,21000,20000,21000,21000,20000,20210,20000,20011,20010
waaks,22202,22002,22000,20001,22222,22200,22000,22000,22000,22000,22000,22010,22010,22020,22000,22000,22000,22000,22002,22000,22000,22001,22001,22000,22000,22000,20000,20000,20000,20002,20002,20000,20000,20000,20000,20000,20002,20010,20000,20020,20000,20000,20000,20000,20000,20000,20001,20001,20000,20000,20000,20000,20000,20001,20000,20000,20002,20000,20000,20000,20000,20000,20000,20000,20010,20000,20001,20000,20000,20000,20020,20000,20000,20000,20001,20000,20001,20000,20000,21020,20000,20000,20001,20000,20000,20000,20000,20001,21210,20220,20200,20000,20000,20000,20002,22100,22001,22001
waard,22200,22000,22000,20000,22200,22222,22000,22001,22000,22000,22000,22000,22010,22000,22000,22000,22000,22000,22000,22000,22010,22000,22000,22010,22000,22000,20000,20001,20011,20000,20000,20000,20000,20010,20000,20001,20001,20000,20000,20000,20000,20001,20000,20010,20000,20010,20010,20000,20000,20000,20010,20000,20000,20000,20000,20000,20000,20020,20020,20000,20001,20001,20000,20000,20000,20000,20000,20000,20000,20010,20000,20001,20000,20001,20000,20000,20000,20000,20000,21001,20001,20022,20000,20000,20001,20000,20022,20010,21210,20210,20210,20012,20010,20010,20000,22110,22000,22000
wacht,22000,22000,22000,20010,22000,22000,22222,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22001,22001,22000,22000,22000,22000,22001,22001,22000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20002,20000,20001,20000,20000,20000,20000,20012,20222,20000,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20000,20001,20000,20000,20000,20000,20110,20000,20002,20001,20000,20001,20001,21000,20000,20000,20002,20000,20000,20000,20000,20002,21000,21000,21000,20000,20000,20000,20000,22000,22020,22100
waden,22000,22020,22002,20010,22000,22100,22000,22222,22020,22022,22002,22022,22020,22010,22022,22022,22022,22001,22001,22022,22022,22020,22000,22020,22010,22000,20010,20210,20220,20010,20010,20020,20022,20020,20010,20110,20110,20022,20010,20010,20011,20111,20022,20021,20020,20022,20010,20010,20022,20022,20020,20020,20022,20000,20000,20010,20011,20010,20010,20010,20222,20210,20010,20010,20022,20022,20010,20022,20022,20020,20010,20110,20001,20111,20001,20001,20010,20010,20010,21200,20110,20110,20010,20022,20111,20022,20100,20000,21000,21010,21001,20120,20020,20001,20000,22000,22000,22000
wafel,22001,22021,22001,20011,22000,22000,22000,22020,22222,22020,22000,22020,22020,22010,22021,22020,22020,22000,22000,22020,22020,22020,22000,22020,22010,22000,20010,20010,20020,20010,20010,20022,20020,20020,20010,20010,20010,20020,20011,20011,20011,20010,20020,20020,20022,20020,20010,20010,20020,20020,20020,20022,20020,20000,20000,20010,20010,20110,20010,20010,20020,20010,20210,20210,20020,20021,20010,20020,20020,20020,20010,20011,20000,20010,20000,20000,20010,20010,20010,21000,20010,20010,20010,20020,20010,20020,20000,20000,21000,21010,21000,20020,20120,20000,20001,22000,22000,22000
wagen,22000,22020,22002,20010,22000,22000,22000,22022,22020,22222,22202,22022,22020,22010,22022,22022,22022,22001,22001,22022,22022,22020,22000,22020,22010,22100,20010,20010,20020,20110,20010,20220,20222,20220,20210,20010,20010,20022,20110,20010,20011,20011,20022,20021,20020,20022,20010,20010,20022,20022,20020,20020,20022,20000,20000,20010,20011,20010,20010,20210,20022,20010,20010,20010,20022,20022,20010,20022,20022,20020,20010,20010,20001,20011,20001,20001,20010,20010,20010,21000,20010,20010,20010,20222,20011,20022,20000,20000,21000,21010,21101,20020,20020,20101,20000,22000,22000,22000
wagon,22000,22000,22002,20000,22000,22000,22000,22002,22000,22202,22222,22002,22000,22000,22002,22002,22002,22001,22001,22002,22002,22000,22000,22000,22000,22100,20000,20000,20000,20100,20000,20200,20202,20200,20200,20000,20000,20002,20100,20000,20001,20001,20002,20001,20000,20002,20000,20000,20002,20002,20000,20000,20002,20000,20000,20000,20001,20000,20000,20200,20002,20000,20000,20000,20002,20002,20000,20002,20002,20000,20000,20000,20001,20001,20001,20001,20000,20000,20000,21010,20010,20010,20010,20212,20011,20012,20010,20010,21000,21000,21101,20000,20000,20111,20000,22000,22000,22010
waken,22000,22020,22002,20010,22100,22000,22000,22022,22020,22022,22002,22222,22220,22210,22022,22022,22022,22001,22001,22022,22022,22020,22000,22020,22010,22000,20010,20010,20020,20010,20010,20020,20022,20020,20010,20010,20010,20222,20010,20110,20011,20011,20022,20021,20020,20022,20010,20010,20022,20022,20020,20020,20022,20000,20000,20010,20011,20010,20010,20010,20022,20010,20010,20010,20222,20022,20010,20022,20022,20020,20210,20010,20001,20011,20001,20001,20010,20010,20010,21100,20010,20010,20010,20022,20011,20022,20000,20000,21100,21110,21001,20020,20020,20001,20000,22000,22000,22000
waker,22000,22020,22000,20010,22100,22001,22000,22020,22020,22020,22000,22220,22222,22210,22020,22020,22020,22000,22000,22020,22021,22020,22000,22022,22010,22000,20010,20010,20022,20010,20010,20020,20020,20022,20010,20010,20010,20220,20010,20110,20010,20010,20020,20022,20020,20021,20011,20010,20020,20020,20022,20020,20020,20000,20000,20010,20010,20011,20011,20010,20020,20010,20010,20010,20220,20020,20010,20020,20020,20022,20210,20010,20000,20010,20000,20000,20010,20010,20010,21100,20010,20011,20010,20020,20010,20020,20001,20001,21101,21111,21001,20021,20021,20001,20000,22001,22000,22000
wakke,22000,22001,22000,20001,22020,22000,22000,22001,22001,22001,22000,22201,22201,22222,22001,22001,22001,22000,22000,22001,22001,22001,22000,22001,22002,22000,20002,20002,20001,20001,20001,20001,20001,20001,20002,20002,20001,20201,20001,20022,20001,20002,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20001,20000,20000,20002,20001,20001,20001,20002,20001,20002,20002,20002,20201,20001,20002,20001,20001,20001,20222,20002,20000,20002,20000,20000,20002,20002,20002,21020,20002,20001,20001,20001,20002,20001,20000,20000,21100,21022,21000,20001,20001,20000,20000,22000,22000,22000
walen,22100,22220,22202,20210,22000,22000,22000,22022,22120,22022,22002,22022,22020,22010,22222,22022,22022,22001,22001,22022,22022,22020,22000,22020,22010,22000,20010,20010,20020,20010,20010,20120,20022,20020,20010,20010,20010,20022,20210,20210,20211,20011,20022,20021,20120,20022,20010,20010,20022,20022,20020,20120,20022,20000,20000,20010,20011,20010,20010,20010,20022,20010,20010,20010,20022,20222,20010,20022,20022,20020,20010,20210,20001,20011,20001,20001,20010,20010,20010,21000,20010,20010,20010,20022,20011,20022,20000,20000,21000,21010,21001,20020,20020,20001,20200,22000,22000,22000
wamen,22000,22020,22002,20010,22000,22000,22000,22022,22020,22022,22002,22022,22020,22010,22022,22222,22022,22001,22001,22022,22022,22120,22000,22020,22010,22000,20010,20010,20020,20010,20010,20020,20022,20020,20010,20010,20010,20022,20010,20010,20011,20011,20022,20021,20020,20022,20010,20010,20022,20022,20020,20020,20022,20000,20000,20110,20011,20010,20010,20010,20022,20010,20010,20010,20022,20022,20010,20022,20022,20020,20010,20010,20001,20011,20001,20001,20010,20010,20010,21000,20010,20010,20010,20022,20011,20022,20000,20000,21000,21010,21001,20020,20020,20001,20000,22000,22000,22000
wanen,22000,22020,22002,20010,22000,22000,22000,22022,22020,22022,22002,22022,22020,22010,22022,22022,22222,22200,22200,22022,22022,22020,22000,22020,22010,22000,20010,20010,20020,20010,20010,20020,20022,20020,20010,20010,20010,20022,20010,20010,20110,20210,20222,20220,20020,20022,20010,20010,20022,20022,20020,20020,20022,20000,20000,20010,20110,20010,20010,20010,20022,20010,20010,20010,20022,20022,20010,20022,20022,20020,20010,20010,20200,20210,20200,20200,20010,20010,20010,21000,20010,20010,20010,20022,20210,20222,20000,20000,21000,21010,21100,20020,20020,20100,20000,22000,22000,22000
want1,22000,22000,22100,20000,22000,22000,22010,22100,22000,22100,22100,22100,22000,22000,22100,22100,22200,22222,22220,22100,22100,22000,22002,22010,22010,22000,20000,20000,20000,20000,20000,20000,20100,20000,20000,20000,20000,20100,20000,20000,20100,20200,20200,20200,20000,20100,20010,20000,20110,20100,20000,20000,20100,20010,20010,20000,20100,20000,20000,20000,20101,20021,20001,20001,20101,20101,20001,20111,20101,20001,20000,20000,20200,20200,20210,20220,20000,20010,20020,21000,20000,20000,20010,20100,20200,20200,20000,20010,21000,21000,21100,20000,20000,20100,20000,22000,22000,22000
wants,22002,22002,22100,20001,22002,22000,22010,22100,22000,22100,22100,22100,22000,22000,22100,22100,22200,22220,22222,22100,22100,22001,22001,22010,22010,22000,20000,20000,20000,20002,20002,20000,20100,20000,20000,20000,20002,20100,20000,20000,20100,20200,20200,20200,20000,20100,20011,20001,20110,20100,20000,20000,20100,20011,20010,20000,20102,20000,20000,20000,20100,20020,20000,20000,20100,20100,20001,20110,20100,20000,20000,20000,20200,20200,20211,20220,20001,20010,20020,21000,20000,20000,20011,20100,20200,20200,20000,20011,21000,21000,21100,20000,20000,20100,20002,22000,22001,22001
wapen,22000,22020,22002,20010,22000,22000,22000,22022,22020,22022,22002,22022,22020,22010,22022,22022,22022,22001,22001,22222,22022,22020,22000,22020,22010,22000,20010,20010,20020,20010,20110,20020,20022,20020,20010,20010,20010,20022,20010,20010,20011,20011,20022,20021,20220,20022,20010,20010,20022,20022,20020,20020,20022,20000,20000,20010,20011,20010,20110,20010,20022,20010,20010,20010,20022,20022,20010,20022,20022,20020,20010,20010,20001,20011,20001,20001,20010,20010,20010,21000,20010,20010,20010,20022,20011,20022,20000,20000,21000,21010,21001,20020,20020,20001,20100,22000,22000,22000
waren,22000,22020,22002,20010,22000,22100,22000,22022,22020,22022,22002,22022,22120,22010,22022,22022,22022,22001,22001,22022,22222,22020,22000,22120,22010,22000,20010,20010,20120,20010,20010,20020,20022,20120,20010,20010,20010,20022,20010,20010,20011,20011,20022,20121,20020,20222,20210,20010,20022,20022,20120,20020,20022,20000,20000,20010,20011,20110,20110,20010,20022,20010,20010,20010,20022,20022,20010,20022,20022,20120,20010,20010,20001,20011,20001,20001,20010,20010,20010,21000,20010,20110,20010,20022,20011,20022,20100,20200,21100,21110,21101,20120,20120,20101,20000,22200,22000,22000
wasem,22100,22120,22000,20110,22100,22000,22000,22020,22020,22020,22000,22020,22020,22010,22020,22021,22020,22000,22100,22020,22020,22222,22200,22020,22010,22000,20010,20010,20020,20110,20110,20020,20020,20020,20010,20010,20110,20020,20010,20010,20010,20010,20020,20020,20020,20020,20110,20210,20020,20020,20020,20020,20020,20100,20000,20011,20110,20010,20010,20010,20020,20010,20010,20010,20020,20020,20210,20020,20020,20020,20010,20010,20000,20010,20100,20000,20210,20010,20010,21000,20010,20010,20110,20020,20010,20020,20000,20100,21000,21010,21000,20020,20020,20000,20100,22000,22200,22200
